scolname,location_country,location_state,location_city,scale_students,scale_faculty
8200school,Ireland,identify,tree,8958,1294
8201school,Denmark,style,right,6179,475
8202school,Denmark,give,get,4164,4448
8203school,Colombia,office,important,8555,1705
8204school,Ireland,weight,security,4819,3148
8205school,Republic,prove,care,4897,956
8206school,Croatia,better,tell,3489,1425
8207school,Ireland,artist,its,1472,4126
8208school,Czech,artist,win,4677,1760
8209school,Comoros,month,throw,3342,3031
8210school,Ireland,newspaper,institution,7577,2966
8211school,United Kingdom,must,trial,4605,4052
8212school,East Timor,drive,kitchen,2395,2219
8213school,Andorra,office,chair,3304,3469
8214school,Argentina,meeting,near,433,3788
8215school,Republic,visit,course,843,2894
8216school,Andorra,history,region,8977,1000
8217school,Congo,chair,four,6758,500
8218school,Gambia,dream,five,1940,1710
8219school,Colombia,word,test,1472,2900
8220school,Czech,week,class,2478,4937
8221school,France,wife,feel,362,3186
8222school,Djibouti,think,store,7290,1853
8223school,Korea South,former,surface,5883,3668
8224school,United States,direction,or,1335,2987
8225school,Antigua,level,job,2062,1651
8226school,Czech,certainly,others,126,4977
8227school,Egypt,form,say,5410,751
8228school,East Timor,pretty,against,2146,4116
8229school,Antigua,team,avoid,1669,4999
8230school,Congo,eat,record,7268,4250
8231school,Andorra,manager,various,9759,846
8232school,Andorra,rather,ahead,8657,108
8233school,Argentina,summer,my,1088,2341
8234school,Comoros,consumer,bring,6872,1509
8235school,Denmark,him,else,4127,2651
8236school,Gambia,task,name,5175,3538
8237school,Afghanistan,ago,agency,738,4070
8238school,Ecuador,similar,they,1242,4886
8239school,Andorra,even,raise,1973,1637
8240school,Gambia,know,catch,6957,90
8241school,Gabon,assume,church,9577,763
8242school,Colombia,court,true,3646,599
8243school,Albania,that,truth,6957,1228
8244school,Argentina,own,like,1461,823
8245school,Dominican Republic,carry,southern,6523,4803
8246school,Costa Rica,leader,difficult,7121,4535
8247school,Angola,you,firm,3729,11
8248school,Croatia,life,community,1867,3638
8249school,Cyprus,policy,require,3286,636
8250school,Denmark,hope,relationship,2265,1706
8251school,Japan,smile,finish,2554,2
8252school,China,several,himself,541,163
8253school,China,approach,drop,4192,235
8254school,France,foreign,reveal,5417,2932
8255school,Czech,free,try,32,304
8256school,Afghanistan,record,meeting,7951,4456
8257school,Colombia,despite,society,8721,1135
8258school,Ecuador,staff,generation,452,151
8259school,Gambia,never,scene,2606,1748
8260school,Angola,probably,in,5570,791
8261school,Japan,charge,film,7969,4394
8262school,Comoros,ready,growth,591,2497
8263school,China,particularly,maintain,3829,4275
8264school,Albania,allow,arrive,4685,1079
8265school,Ireland,me,once,1754,2157
8266school,Djibouti,fly,PM,8481,169
8267school,Korea South,she,training,4598,3637
8268school,Italy,another,party,9566,649
8269school,Colombia,near,these,586,1157
8270school,Croatia,exist,authority,2859,4990
8271school,Cuba,trouble,president,210,3857
8272school,Congo,customer,physical,3324,3457
8273school,Gambia,same,between,5521,4984
8274school,Angola,remember,pretty,5785,4722
8275school,Andorra,area,almost,6894,582
8276school,Djibouti,my,trade,6302,2153
8277school,Germany,owner,and,3868,4577
8278school,Comoros,plan,government,6286,4899
8279school,Angola,individual,often,4069,4110
8280school,Colombia,career,generation,2462,4353
8281school,France,Republican,color,2058,598
8282school,Denmark,rule,record,7988,2804
8283school,Japan,though,discover,1983,2545
8284school,Albania,strategy,sure,9436,3063
8285school,Gambia,home,lay,3448,3111
8286school,Algeria,magazine,population,4404,3663
8287school,Djibouti,carry,security,5822,1451
8288school,Comoros,way,believe,6269,4926
8289school,Argentina,main,ground,4622,4235
8290school,Costa Rica,range,particular,2115,837
8291school,Comoros,outside,husband,8574,1284
8292school,Korea South,agree,member,8992,4332
8293school,Germany,door,hope,6654,1577
8294school,Croatia,yard,society,6619,3029
8295school,Comoros,very,work,639,3397
8296school,Congo,would,me,4173,2688
8297school,Gambia,in,technology,6255,4036
8298school,Denmark,though,light,8255,1392
8299school,Gabon,citizen,statement,8023,3286
8300school,Gambia,sit,value,2866,56
8301school,Comoros,ball,design,143,1226
8302school,Ireland,as,stop,9747,3894
8303school,Italy,decide,form,9832,4032
8304school,Comoros,all,dark,4157,4731
8305school,Afghanistan,would,Mrs,9206,523
8306school,Cyprus,center,nature,9624,2461
8307school,Ecuador,single,design,1872,1045
8308school,East Timor,bank,important,1813,3600
8309school,Antigua,stock,positive,4089,4686
8310school,Congo,hope,organization,8991,764
8311school,Afghanistan,nature,talk,5115,4504
8312school,Dominican Republic,produce,left,4969,1298
8313school,Cuba,let,ok,5826,3872
8314school,Dominica,deep,eye,4168,4002
8315school,Cyprus,large,political,4266,2122
8316school,Antigua,region,fine,5655,1914
8317school,Antigua,television,possible,5640,4804
8318school,Colombia,reality,attack,8307,3902
8319school,Gabon,special,by,5187,1053
8320school,Dominican Republic,center,whose,1274,2906
8321school,Costa Rica,news,memory,9454,4181
8322school,Italy,out,responsibility,7420,43
8323school,China,will,however,9565,3998
8324school,Gabon,task,coach,8817,4565
8325school,Argentina,matter,arrive,8645,784
8326school,Cyprus,sister,above,2702,1813
8327school,Dominica,win,language,8724,335
8328school,Colombia,information,test,6652,2425
8329school,Gabon,will,society,3095,1083
8330school,Antigua,gas,this,1958,4625
8331school,Costa Rica,bar,speak,1647,422
8332school,Italy,test,science,2267,1796
8333school,East Timor,begin,sister,9914,2807
8334school,Ecuador,mention,fish,6177,4447
8335school,Gabon,ten,lead,778,985
8336school,Argentina,present,blood,4183,3984
8337school,Congo,physical,woman,4469,2677
8338school,Republic,example,may,356,4510
8339school,Croatia,she,myself,1103,1055
8340school,Republic,board,push,8318,3600
8341school,Andorra,century,performance,866,4803
8342school,Czech,half,officer,8933,832
8343school,Ireland,time,available,2180,847
8344school,Denmark,their,interview,9385,2617
8345school,Angola,hand,mention,5936,2481
8346school,Czech,personal,notice,8051,3790
8347school,Italy,arrive,central,1195,3170
8348school,Georgia,art,public,9419,1752
8349school,Argentina,create,stage,7113,2311
8350school,Ireland,probably,add,6082,368
8351school,Germany,dream,collection,3313,3639
8352school,Andorra,enter,according,1086,195
8353school,Republic,summer,box,144,1096
8354school,Angola,child,pick,7492,490
8355school,United Kingdom,movement,late,6169,1746
8356school,Dominican Republic,state,evening,5244,3395
8357school,United Kingdom,society,term,1081,3783
8358school,Gabon,move,claim,6095,2507
8359school,Djibouti,just,perform,2377,100
8360school,Congo,move,green,9951,49
8361school,Gabon,material,system,7544,2216
8362school,Gabon,appear,live,3771,1845
8363school,Gambia,suggest,million,6821,3815
8364school,Gabon,summer,upon,9728,2308
8365school,Germany,old,plant,6401,2274
8366school,Afghanistan,simple,protect,2636,203
8367school,Colombia,indicate,compare,1709,2283
8368school,Ireland,produce,learn,8545,4858
8369school,Cuba,car,life,4811,4657
8370school,Japan,it,key,6884,4186
8371school,Afghanistan,situation,serious,6339,4121
8372school,Gabon,improve,too,7963,4022
8373school,Ecuador,executive,only,1488,2963
8374school,Korea South,yourself,perhaps,2364,3126
8375school,Albania,talk,exist,488,4984
8376school,Congo,company,fear,4552,3603
8377school,Egypt,admit,evidence,5117,3118
8378school,Republic,same,receive,2675,468
8379school,Algeria,receive,next,1269,1040
8380school,Comoros,seven,study,1655,1954
8381school,Germany,significant,bill,5212,3796
8382school,Angola,trial,nice,796,2092
8383school,Georgia,prove,fast,1852,112
8384school,Denmark,only,well,8092,1912
8385school,Ecuador,say,standard,6827,3444
8386school,United States,building,prove,9249,4135
8387school,East Timor,road,offer,1995,877
8388school,Germany,tree,also,7369,134
8389school,Germany,forget,about,3723,372
8390school,Gambia,seem,join,3261,4367
8391school,Algeria,relate,but,9059,3855
8392school,Ireland,team,run,786,519
8393school,Gabon,huge,still,9574,3947
8394school,France,spring,upon,7205,2213
8395school,Egypt,along,three,2232,2071
8396school,Cuba,food,charge,5833,512
8397school,Colombia,his,only,2590,2977
8398school,Ecuador,sea,list,2989,3892
8399school,Colombia,region,strategy,7308,889
8400school,Denmark,develop,late,9367,3533
8401school,Andorra,smile,sister,8130,4930
8402school,China,sister,necessary,2596,294
8403school,Egypt,respond,store,1371,2175
8404school,Gabon,pick,expect,4860,1887
8405school,Gabon,special,southern,84,3832
8406school,Cuba,century,bad,8719,3600
8407school,Afghanistan,news,difficult,7039,4656
8408school,Dominican Republic,read,network,5175,457
8409school,Croatia,whether,structure,8839,3987
8410school,Denmark,town,return,8763,3694
8411school,Albania,mission,civil,4545,4716
8412school,Antigua,against,worry,3553,694
8413school,Croatia,turn,letter,6747,3136
8414school,Afghanistan,yet,add,4871,959
8415school,Djibouti,something,movement,9125,3060
8416school,Japan,simply,letter,8475,171
8417school,Argentina,third,fear,5250,1688
8418school,France,raise,rest,1821,400
8419school,Germany,which,development,7405,2550
8420school,Congo,shake,help,7766,1305
8421school,Korea South,build,president,3521,4577
8422school,Germany,increase,project,7238,2838
8423school,China,eight,produce,3425,3101
8424school,Ireland,yard,enter,5393,4034
8425school,Korea South,too,pay,1577,4082
8426school,France,artist,reduce,181,1750
8427school,Afghanistan,hand,check,2712,3999
8428school,China,among,fly,7240,4154
8429school,Angola,major,wait,2865,4765
8430school,Dominican Republic,indeed,letter,9089,1763
8431school,Czech,hit,southern,5503,4873
8432school,China,moment,bring,1258,911
8433school,Denmark,official,go,8030,2501
8434school,Congo,single,painting,7739,3582
8435school,Gabon,at,establish,5267,1351
8436school,Albania,know,enough,1447,1808
8437school,Gambia,once,visit,6466,4550
8438school,Colombia,seven,seem,4981,945
8439school,Angola,but,pick,4128,387
8440school,Dominican Republic,exist,career,4774,2053
8441school,Antigua,art,professor,499,2334
8442school,Angola,century,purpose,8601,4255
8443school,Djibouti,dinner,religious,9240,3036
8444school,Italy,response,trial,2912,4744
8445school,Colombia,financial,could,6014,303
8446school,Dominican Republic,stuff,environment,5326,3436
8447school,Algeria,best,call,5580,1619
8448school,Andorra,operation,else,3707,1808
8449school,United Kingdom,card,everybody,9623,3550
8450school,Dominican Republic,ago,later,7025,2828
8451school,Egypt,pressure,along,6023,504
8452school,Angola,speak,as,1731,4572
8453school,Colombia,arrive,anything,4034,1046
8454school,Egypt,project,his,3584,4202
8455school,Republic,who,sea,8287,4574
8456school,Ecuador,figure,at,9474,1019
8457school,Czech,particularly,himself,5009,592
8458school,Egypt,stop,change,2435,4722
8459school,Italy,fish,hit,9642,4784
8460school,Cuba,window,we,6910,2347
8461school,Germany,financial,word,8083,4842
8462school,Korea South,future,parent,4919,3724
8463school,Republic,explain,suffer,1180,3105
8464school,Costa Rica,first,investment,6173,3120
8465school,Afghanistan,while,military,4019,2819
8466school,Argentina,or,something,8607,4500
8467school,Dominica,sound,live,9846,2897
8468school,East Timor,someone,tax,145,3916
8469school,Dominica,eye,within,6141,3899
8470school,Antigua,board,card,4951,297
8471school,Gambia,inside,owner,3326,3350
8472school,Antigua,bad,manager,7506,4360
8473school,Georgia,Democrat,onto,7083,2446
8474school,Albania,themselves,air,6664,4602
8475school,Japan,present,lawyer,2672,804
8476school,Angola,respond,here,9278,1375
8477school,Cyprus,political,medical,9698,27
8478school,Korea South,line,program,6580,129
8479school,Japan,upon,group,9789,3197
8480school,Colombia,indicate,sound,5703,971
8481school,Dominica,why,notice,4526,423
8482school,Afghanistan,read,blue,4537,3426
8483school,East Timor,through,music,2652,2050
8484school,East Timor,consumer,site,401,160
8485school,United Kingdom,establish,skin,5460,1497
8486school,Algeria,long,up,4553,3066
8487school,Czech,relate,hundred,5176,2759
8488school,Dominica,use,important,1212,2438
8489school,Costa Rica,hard,direction,7895,4753
8490school,Gabon,lot,meeting,9997,1677
8491school,Dominican Republic,shake,purpose,5579,509
8492school,Cuba,she,major,4087,3809
8493school,Gabon,pretty,sure,5942,2353
8494school,Argentina,fear,skin,5768,2283
8495school,Croatia,recognize,his,9987,4183
8496school,Costa Rica,event,state,285,2580
8497school,Gabon,just,position,9229,1471
8498school,Egypt,all,front,3563,2257
8499school,Congo,general,nation,5199,1163
8500school,Comoros,mother,ten,5466,698
8501school,Croatia,how,heavy,5698,1015
8502school,Ecuador,Democrat,threat,3550,223
8503school,Georgia,including,too,7487,2699
8504school,Antigua,budget,begin,5448,2982
8505school,Albania,look,those,3336,2825
8506school,Japan,general,garden,6679,952
8507school,Gambia,company,debate,5228,41
8508school,Italy,behind,he,1053,4485
8509school,Cuba,item,wall,8832,428
8510school,Dominica,imagine,again,6990,4516
8511school,Andorra,turn,project,7855,3115
8512school,Republic,into,upon,3460,585
8513school,United States,author,western,8093,3347
8514school,Gabon,upon,buy,9578,3700
8515school,United Kingdom,probably,room,395,3771
8516school,Germany,sometimes,firm,302,3808
8517school,Antigua,civil,set,4504,1147
8518school,China,most,fall,9139,4915
8519school,Croatia,election,many,5648,4934
8520school,Antigua,should,truth,9209,2051
8521school,United States,notice,how,1159,2468
8522school,Costa Rica,have,every,9148,2568
8523school,Argentina,win,tend,24,1317
8524school,China,name,Mr,5160,2754
8525school,Dominica,behavior,campaign,4500,1117
8526school,Cyprus,challenge,discover,3230,1740
8527school,Andorra,reflect,key,5793,910
8528school,Japan,a,fact,9763,4698
8529school,Japan,song,if,2163,1315
8530school,Antigua,star,building,5601,3252
8531school,Angola,hour,past,4950,4486
8532school,United States,example,test,7143,1624
8533school,Antigua,language,west,7563,1663
8534school,Antigua,specific,affect,7943,1455
8535school,Dominica,boy,type,552,4296
8536school,Antigua,a,time,3668,2694
8537school,Costa Rica,different,investment,2179,4339
8538school,United Kingdom,this,pressure,6795,3042
8539school,Germany,thing,short,2412,3809
8540school,Angola,through,bit,9762,1047
8541school,Cuba,technology,hour,9702,3458
8542school,Cuba,art,plan,2453,1961
8543school,Angola,to,result,8696,2648
8544school,Congo,phone,second,4935,4922
8545school,Croatia,method,measure,8317,946
8546school,Japan,home,mind,4329,2464
8547school,Italy,address,finally,4862,4429
8548school,Albania,director,surface,3240,2929
8549school,Andorra,would,against,2686,3095
8550school,Cyprus,ahead,trouble,8599,3803
8551school,Afghanistan,above,perhaps,1273,3248
8552school,Colombia,task,maybe,607,4615
8553school,Korea South,final,among,5334,1708
8554school,China,color,official,140,2756
8555school,East Timor,wall,media,6931,2322
8556school,Ecuador,city,cut,3400,721
8557school,Italy,energy,reflect,7569,3205
8558school,Korea South,federal,miss,2425,4450
8559school,Georgia,trial,phone,1636,1573
8560school,United States,country,others,9687,504
8561school,Egypt,court,member,1366,4422
8562school,Denmark,store,enter,8292,1231
8563school,Antigua,forward,top,3553,1985
8564school,Ecuador,system,magazine,5853,1414
8565school,Denmark,get,happy,7428,2690
8566school,United States,computer,us,8129,2408
8567school,Dominican Republic,news,approach,2364,2440
8568school,Cuba,politics,though,8689,1492
8569school,Colombia,four,worker,4172,4607
8570school,Ireland,identify,should,9641,4714
8571school,Georgia,he,role,9565,3253
8572school,Republic,born,the,9959,4825
8573school,Cuba,see,against,8062,3285
8574school,Angola,near,doctor,3114,1696
8575school,United States,church,dark,9752,4151
8576school,Republic,kind,wait,6308,3148
8577school,Ireland,population,here,8861,4254
8578school,Korea South,reason,rule,1588,3600
8579school,Korea South,pick,include,4795,1283
8580school,Comoros,onto,walk,3819,1834
8581school,Djibouti,me,tell,9521,4629
8582school,Djibouti,training,must,3366,2720
8583school,France,case,simple,5004,3308
8584school,Argentina,well,each,5128,4279
8585school,Antigua,raise,court,2289,3605
8586school,Georgia,claim,car,486,783
8587school,Germany,thing,under,4355,2786
8588school,China,wonder,help,3047,991
8589school,Djibouti,wrong,customer,371,3775
8590school,France,win,season,5632,3787
8591school,Korea South,method,enter,2497,994
8592school,United Kingdom,might,front,7266,3088
8593school,Afghanistan,trial,free,1521,2724
8594school,Japan,surface,join,3137,3295
8595school,Korea South,protect,reflect,4832,3935
8596school,Antigua,type,reach,9586,983
8597school,Argentina,leader,soldier,2684,1710
8598school,Ireland,sense,wrong,7794,4721
8599school,Djibouti,after,citizen,2083,4533
8600school,Egypt,family,hit,7515,4942
8601school,Ecuador,stock,thus,7072,2844
8602school,Czech,charge,cultural,4774,531
8603school,Angola,politics,factor,1017,1694
8604school,Czech,often,well,1857,2129
8605school,Korea South,teacher,sell,2830,1864
8606school,Gabon,edge,wind,4928,789
8607school,Republic,forget,network,7619,1188
8608school,Ecuador,hear,simply,5016,877
8609school,France,recognize,wall,2609,3987
8610school,Albania,care,chair,1845,3106
8611school,Gabon,need,morning,1547,4251
8612school,Dominica,why,sign,4391,4402
8613school,Cyprus,care,above,5042,3023
8614school,Egypt,pull,yard,3709,3224
8615school,Gabon,position,sometimes,272,838
8616school,Egypt,future,health,3383,3017
8617school,Ecuador,option,first,4905,1901
8618school,Ireland,whether,will,1378,1955
8619school,Italy,power,interview,1175,4630
8620school,Dominica,both,to,7583,4622
8621school,Albania,base,final,7030,1470
8622school,Costa Rica,production,nor,3653,1380
8623school,Korea South,professor,green,3194,1025
8624school,China,travel,these,8318,3541
8625school,Algeria,thing,anyone,4326,1922
8626school,United States,system,whose,8012,4417
8627school,Cuba,idea,step,791,722
8628school,Gabon,itself,job,2496,2592
8629school,Germany,alone,appear,4476,1068
8630school,Afghanistan,whose,range,9261,1056
8631school,Congo,half,off,7966,2573
8632school,Argentina,determine,develop,5494,1672
8633school,Gambia,over,above,3499,3171
8634school,Croatia,party,rich,2562,3612
8635school,Antigua,election,matter,7614,1052
8636school,Croatia,race,product,4364,3965
8637school,Georgia,to,measure,7354,2522
8638school,Korea South,spend,into,5742,484
8639school,East Timor,though,consumer,8880,2350
8640school,United States,able,lay,5465,2810
8641school,China,watch,any,7255,2595
8642school,Cuba,financial,parent,8286,152
8643school,Ecuador,already,statement,2261,3362
8644school,Czech,activity,spring,4260,4057
8645school,Albania,join,inside,3155,1809
8646school,Angola,floor,its,8658,4122
8647school,Italy,set,international,5971,2070
8648school,United States,drop,yet,3446,1627
8649school,Afghanistan,realize,style,7497,3008
8650school,Germany,Democrat,growth,1622,4237
8651school,Argentina,can,perform,506,1702
8652school,Korea South,top,next,7160,3530
8653school,Ireland,parent,radio,575,899
8654school,Czech,its,reflect,5316,262
8655school,Angola,make,will,9851,2135
8656school,France,reveal,purpose,8062,3388
8657school,United Kingdom,brother,letter,3938,4215
8658school,Afghanistan,system,share,453,3590
8659school,France,scientist,reflect,8447,3779
8660school,Republic,film,year,7402,3011
8661school,Cuba,year,reduce,2400,962
8662school,Japan,thought,yard,4570,2559
8663school,Denmark,rather,paper,3043,4069
8664school,Cuba,cause,forget,5866,3616
8665school,Ireland,return,cell,5909,336
8666school,Gambia,property,get,559,167
8667school,Costa Rica,teacher,follow,7720,3420
8668school,Republic,say,sense,8752,2065
8669school,Comoros,case,finally,2777,1170
8670school,Algeria,forget,allow,9730,84
8671school,Algeria,stand,consumer,1785,3757
8672school,Germany,area,politics,6107,4025
8673school,Djibouti,wonder,reality,1871,3803
8674school,France,part,now,4031,837
8675school,Germany,will,kind,2634,1841
8676school,Comoros,the,attorney,2190,1979
8677school,Gabon,peace,act,5500,2673
8678school,Japan,hear,information,4598,4438
8679school,United States,cultural,sure,6474,1983
8680school,East Timor,fact,eight,4802,4595
8681school,Egypt,region,house,5177,4946
8682school,Denmark,visit,democratic,1326,3330
8683school,Colombia,behavior,opportunity,2548,4854
8684school,Georgia,young,lot,4756,3085
8685school,Argentina,program,to,6520,3445
8686school,Egypt,near,crime,1023,3494
8687school,Gambia,small,current,1172,2497
8688school,Ireland,especially,position,7145,586
8689school,Argentina,seat,cell,4931,495
8690school,Djibouti,ok,bad,8588,2019
8691school,East Timor,official,choose,6065,3509
8692school,Germany,sign,in,7936,1492
8693school,Algeria,meeting,century,662,4908
8694school,Georgia,might,know,324,3660
8695school,Gambia,stuff,learn,7436,129
8696school,Dominican Republic,now,rule,2875,4461
8697school,Dominican Republic,case,hope,1836,3248
8698school,Djibouti,work,dinner,6667,1895
8699school,Gambia,see,reason,4185,2553
8700school,Cuba,kid,particularly,7981,1534
8701school,Ecuador,structure,pull,9995,2509
8702school,Albania,exist,dog,9646,4021
8703school,Dominica,three,possible,4555,607
8704school,Argentina,rock,recently,6972,2090
8705school,Argentina,small,process,4399,3208
8706school,Georgia,here,rest,7801,3124
8707school,United States,soon,debate,4035,3666
8708school,Gabon,rest,rock,5259,1897
8709school,Algeria,little,card,7630,4152
8710school,Comoros,walk,southern,8178,4368
8711school,Ireland,model,direction,3615,4601
8712school,Andorra,entire,trial,658,3735
8713school,Republic,answer,now,5022,2503
8714school,United Kingdom,economy,morning,2445,4315
8715school,Czech,window,include,3382,1652
8716school,Republic,wait,citizen,7112,3607
8717school,Afghanistan,treat,operation,1245,2719
8718school,Congo,kitchen,win,1852,3509
8719school,Germany,wind,hear,8368,1699
8720school,Djibouti,capital,few,5062,4099
8721school,Japan,when,itself,1920,2120
8722school,Costa Rica,travel,those,3175,4792
8723school,Andorra,soldier,positive,9822,1639
8724school,Republic,mind,sense,8604,2859
8725school,East Timor,particular,price,4322,2313
8726school,Dominican Republic,us,statement,3105,4684
8727school,Congo,mind,raise,7139,2674
8728school,Ecuador,gun,few,4492,1454
8729school,Angola,onto,just,9342,4306
8730school,Italy,plan,listen,5930,4749
8731school,United Kingdom,high,maybe,7130,2893
8732school,United Kingdom,leg,day,2720,2838
8733school,Ecuador,report,challenge,7027,427
8734school,Denmark,hold,financial,6624,3315
8735school,United States,rather,but,6535,3536
8736school,Ireland,main,Mr,7498,4844
8737school,Ecuador,result,level,6695,3424
8738school,United Kingdom,dream,game,107,2758
8739school,Cuba,effort,spend,530,447
8740school,Cuba,wear,smile,974,4181
8741school,Czech,theory,let,4211,3500
8742school,Italy,rock,form,5972,2828
8743school,Cuba,something,total,5042,1156
8744school,Gambia,side,our,804,2273
8745school,Japan,television,song,6802,4972
8746school,Djibouti,hard,worker,5199,3746
8747school,Ecuador,street,parent,7109,3755
8748school,Georgia,set,ever,589,2366
8749school,Congo,he,brother,73,16
8750school,Dominican Republic,south,responsibility,2371,3847
8751school,Czech,throughout,president,7653,4285
8752school,Afghanistan,responsibility,gun,135,2188
8753school,East Timor,group,really,1818,3808
8754school,Cuba,beat,see,1658,3181
8755school,Algeria,past,pretty,3573,4882
8756school,Germany,group,almost,714,1703
8757school,Italy,deep,power,7865,732
8758school,Korea South,spend,main,290,2720
8759school,Antigua,instead,finally,4468,1500
8760school,Korea South,hospital,safe,5172,3526
8761school,Argentina,poor,another,3824,2419
8762school,Croatia,will,affect,6882,2706
8763school,Ireland,who,model,3060,885
8764school,Congo,show,thus,2327,807
8765school,France,wonder,something,8674,513
8766school,Colombia,quite,wrong,2307,505
8767school,Gambia,listen,win,9929,4228
8768school,Djibouti,American,half,2569,748
8769school,China,pull,turn,3765,3997
8770school,Antigua,always,vote,9348,2838
8771school,Angola,scene,goal,6065,3093
8772school,Antigua,agree,appear,8325,3550
8773school,Comoros,left,year,1147,3984
8774school,East Timor,section,economy,368,206
8775school,Angola,cause,its,8967,3379
8776school,Djibouti,edge,source,4283,3112
8777school,Cyprus,avoid,age,6295,415
8778school,Republic,across,though,4321,4087
8779school,Djibouti,song,under,7704,2269
8780school,Gambia,friend,pass,729,1948
8781school,Costa Rica,here,gun,6569,1481
8782school,Andorra,mention,from,7388,523
8783school,Ireland,thus,professor,1940,691
8784school,Gambia,ok,democratic,3801,2332
8785school,Georgia,compare,suffer,2439,29
8786school,Germany,per,answer,1339,4761
8787school,Afghanistan,society,special,2495,4894
8788school,France,section,book,112,3329
8789school,Cyprus,full,position,5896,4488
8790school,China,stop,operation,2866,386
8791school,Gabon,left,large,8957,1264
8792school,Georgia,call,ok,5981,2006
8793school,Gambia,eye,represent,2890,3404
8794school,Gambia,power,after,6146,4852
8795school,Czech,whole,fly,27,4013
8796school,Colombia,tree,even,5257,3
8797school,Costa Rica,forward,why,6313,426
8798school,France,turn,actually,8330,849
8799school,Croatia,old,major,8404,28
8800school,Korea South,every,know,4250,1043
8801school,Korea South,assume,whatever,5955,3250
8802school,United States,individual,notice,3830,1042
8803school,Angola,notice,role,271,1317
8804school,Antigua,very,middle,6018,2243
8805school,United States,position,cup,5173,3736
8806school,Croatia,interview,society,356,2718
8807school,Republic,sit,father,361,365
8808school,Colombia,stand,just,5199,764
8809school,Congo,situation,mother,9521,1136
8810school,Andorra,reality,concern,2439,3113
8811school,Comoros,military,sort,2508,1170
8812school,Cuba,during,hope,2667,3340
8813school,Andorra,woman,two,6164,357
8814school,Congo,seek,resource,2594,4639
8815school,Djibouti,can,policy,5772,263
8816school,Cyprus,but,performance,1700,1682
8817school,Ecuador,wide,save,6486,810
8818school,Angola,politics,easy,3407,4923
8819school,Ecuador,anyone,suggest,9399,4566
8820school,Cuba,land,option,1257,2976
8821school,Gabon,want,civil,8466,4381
8822school,Republic,the,write,1666,3349
8823school,United States,research,although,1328,1811
8824school,Italy,know,stay,2862,4236
8825school,Angola,gas,possible,3170,4327
8826school,East Timor,matter,prepare,677,1110
8827school,Germany,any,shake,3674,195
8828school,Italy,build,let,5793,3930
8829school,Congo,audience,actually,8788,1723
8830school,Comoros,less,eye,3828,3591
8831school,Croatia,carry,per,391,4975
8832school,United Kingdom,boy,page,3631,634
8833school,Djibouti,well,beautiful,1699,4195
8834school,Egypt,nation,about,5751,436
8835school,China,author,television,3097,860
8836school,Djibouti,smile,religious,6012,1874
8837school,France,himself,hundred,8658,1562
8838school,Japan,remain,either,4819,1733
8839school,Comoros,spend,near,5821,2687
8840school,Ecuador,know,yet,2519,3070
8841school,Dominica,relationship,toward,1354,1697
8842school,Colombia,guess,ability,1086,1815
8843school,Congo,attack,between,8799,3726
8844school,Republic,degree,either,9148,3316
8845school,Korea South,least,assume,9375,2083
8846school,Andorra,debate,develop,2898,2664
8847school,Germany,participant,close,7767,2881
8848school,Germany,worker,Mrs,6696,2167
8849school,Italy,possible,past,6777,3065
8850school,Egypt,learn,office,3047,1754
8851school,Germany,alone,national,3657,417
8852school,Germany,system,us,9514,417
8853school,Dominica,debate,air,1621,1310
8854school,Djibouti,opportunity,student,4176,4186
8855school,Colombia,partner,require,8412,1652
8856school,Congo,book,these,3551,4914
8857school,Italy,discover,though,772,2723
8858school,Antigua,resource,outside,2850,1142
8859school,United Kingdom,Mr,ask,509,191
8860school,Korea South,magazine,also,1870,144
8861school,Japan,commercial,provide,93,1811
8862school,Gambia,law,where,2546,3532
8863school,Antigua,his,middle,1773,4157
8864school,Ecuador,lawyer,admit,3477,2062
8865school,Ireland,college,center,9181,4875
8866school,Afghanistan,drug,call,3598,3905
8867school,Gabon,draw,any,559,1073
8868school,Czech,pattern,water,6453,264
8869school,Czech,with,daughter,8022,3648
8870school,East Timor,sing,movement,8479,3298
8871school,France,forget,development,3933,696
8872school,Egypt,wife,become,4374,692
8873school,Egypt,our,either,2633,4102
8874school,Argentina,always,high,5181,4587
8875school,Afghanistan,turn,anyone,7103,4872
8876school,Republic,agree,by,6467,4177
8877school,Gambia,early,exactly,2891,3084
8878school,East Timor,there,kid,8724,177
8879school,France,huge,reason,3496,243
8880school,Djibouti,address,personal,4214,2334
8881school,Andorra,down,into,4650,2331
8882school,Afghanistan,several,as,5010,4281
8883school,Andorra,red,candidate,9943,1942
8884school,Afghanistan,member,up,5264,3265
8885school,East Timor,pay,fight,4228,2282
8886school,Andorra,activity,long,1410,855
8887school,Germany,benefit,will,5689,2405
8888school,Egypt,sound,increase,12,2090
8889school,Congo,move,business,2341,387
8890school,Cuba,Republican,put,3383,2986
8891school,Gambia,support,recent,4233,1533
8892school,Japan,actually,relationship,9007,586
8893school,Cuba,should,bag,8289,3936
8894school,Italy,five,scientist,4042,4800
8895school,Republic,soon,company,4469,984
8896school,Angola,customer,notice,2220,2986
8897school,Italy,administration,husband,7264,3360
8898school,Germany,bank,so,2584,2610
8899school,China,after,public,6485,876
8900school,United States,computer,catch,8332,2942
8901school,United States,ball,later,9826,816
8902school,Albania,along,wrong,3205,3327
