gradname,graddate,adname
83680,2018-07-26,8368
83690,1961-02-13,8369
83700,1911-11-12,8370
83710,1990-01-14,8371
83720,1906-06-29,8372
83730,1953-06-07,8373
83740,2008-09-05,8374
83750,2005-06-18,8375
83760,2000-07-13,8376
83770,1943-10-04,8377
83780,2020-05-15,8378
83790,1930-11-10,8379
83800,1981-10-13,8380
83810,2000-03-24,8381
83820,1962-12-08,8382
83830,1951-08-29,8383
83840,1909-08-27,8384
83850,1957-04-16,8385
83860,1954-07-30,8386
83870,1976-07-09,8387
83880,1968-05-16,8388
83890,1956-03-10,8389
83900,1966-07-29,8390
83910,1971-12-19,8391
83920,1988-03-10,8392
83930,1927-05-04,8393
83940,1962-07-21,8394
83950,1914-02-15,8395
83960,2008-07-10,8396
83970,1972-03-06,8397
83980,1926-04-06,8398
83990,1976-08-19,8399
84000,1925-04-30,8400
84010,2012-10-23,8401
84020,1960-12-28,8402
84030,1945-09-16,8403
84040,1948-03-29,8404
84050,1925-12-26,8405
84060,1921-12-15,8406
84070,1935-05-08,8407
84080,1945-08-26,8408
84090,1956-07-14,8409
84100,1967-07-27,8410
84110,1916-03-05,8411
84120,1997-08-20,8412
84130,1918-11-19,8413
84140,2015-06-05,8414
84150,1945-07-30,8415
84160,1950-03-20,8416
84170,1955-05-21,8417
84180,1967-04-25,8418
84190,1970-07-08,8419
84200,1913-10-29,8420
84210,1943-01-25,8421
84220,1922-08-02,8422
84230,1917-11-04,8423
84240,1973-03-30,8424
84250,1950-03-14,8425
84260,2000-04-25,8426
84270,1982-11-02,8427
84280,2012-05-17,8428
84290,1970-04-05,8429
84300,1993-04-30,8430
84310,1976-11-14,8431
84320,1986-09-22,8432
84330,1985-03-11,8433
84340,1909-05-01,8434
84350,1963-11-14,8435
84360,2006-06-29,8436
84370,1936-08-18,8437
84380,1926-11-22,8438
84390,2000-02-17,8439
84400,1951-01-11,8440
84410,1963-07-26,8441
84420,1929-02-22,8442
84430,1953-08-14,8443
84440,1943-04-20,8444
84450,1920-06-01,8445
84460,1923-12-21,8446
84470,1948-04-09,8447
84480,1914-09-19,8448
84490,2006-07-01,8449
84500,1962-12-11,8450
84510,2012-08-02,8451
84520,1928-09-16,8452
84530,1913-10-01,8453
84540,1976-01-03,8454
84550,1980-12-27,8455
84560,1926-06-19,8456
84570,1963-02-23,8457
84580,1963-05-02,8458
84590,1979-07-08,8459
84600,1919-12-22,8460
84610,1969-10-17,8461
84620,1985-12-09,8462
84630,1960-03-13,8463
84640,2006-03-17,8464
84650,1991-09-16,8465
84660,1973-06-06,8466
84670,1952-10-06,8467
84680,2015-04-01,8468
84690,1991-03-27,8469
84700,1914-07-04,8470
84710,1971-07-02,8471
84720,1987-09-18,8472
84730,1934-06-19,8473
84740,1958-03-31,8474
84750,1994-07-06,8475
84760,2006-05-15,8476
84770,1958-12-07,8477
84780,1943-10-02,8478
84790,1911-01-16,8479
84800,1977-12-14,8480
84810,1970-04-08,8481
84820,1921-04-27,8482
84830,2015-09-28,8483
84840,1980-06-30,8484
84850,1917-01-14,8485
84860,1966-07-17,8486
84870,1912-11-18,8487
84880,1918-07-05,8488
84890,1955-12-13,8489
84900,1924-06-24,8490
84910,1927-09-06,8491
84920,1980-01-07,8492
84930,1979-10-30,8493
84940,1929-11-10,8494
84950,1918-06-06,8495
84960,1934-11-19,8496
84970,1960-10-30,8497
84980,1913-03-14,8498
84990,1979-05-08,8499
85000,1926-10-05,8500
85010,1980-12-07,8501
85020,1937-08-01,8502
85030,2019-12-01,8503
85040,1938-12-11,8504
85050,1906-04-03,8505
85060,1931-10-20,8506
85070,1908-04-02,8507
85080,1950-09-11,8508
85090,1936-04-30,8509
85100,2001-11-24,8510
85110,1964-08-12,8511
85120,1960-03-07,8512
85130,1916-07-23,8513
85140,1972-07-06,8514
85150,1994-11-20,8515
85160,1944-04-24,8516
85170,1973-04-20,8517
85180,1921-07-20,8518
85190,1907-09-23,8519
85200,1920-04-07,8520
85210,2013-04-24,8521
85220,1972-02-16,8522
85230,2012-01-24,8523
85240,1927-08-24,8524
85250,1995-02-21,8525
85260,1932-12-16,8526
85270,1995-09-20,8527
85280,1939-04-11,8528
85290,2014-10-11,8529
85300,1989-06-27,8530
85310,1981-11-04,8531
85320,1951-03-31,8532
85330,2017-06-04,8533
85340,1967-01-26,8534
85350,1930-11-14,8535
85360,2012-12-14,8536
85370,2019-10-08,8537
85380,2002-08-20,8538
85390,1915-12-07,8539
85400,1922-03-12,8540
85410,1925-05-01,8541
85420,1916-02-07,8542
85430,1961-03-28,8543
85440,1939-01-18,8544
85450,1954-09-19,8545
85460,1967-08-10,8546
85470,1943-10-18,8547
85480,1946-12-14,8548
85490,1914-05-12,8549
85500,1994-03-28,8550
85510,2002-07-22,8551
85520,1998-05-21,8552
85530,2011-09-01,8553
85540,1973-04-10,8554
85550,1987-06-20,8555
85560,2006-09-12,8556
85570,2016-07-04,8557
85580,1914-06-24,8558
85590,1953-11-03,8559
85600,1993-07-19,8560
85610,1918-10-19,8561
85620,1922-08-19,8562
85630,1989-09-12,8563
85640,1935-11-08,8564
85650,1983-07-21,8565
85660,1934-05-17,8566
85670,1964-05-02,8567
85680,1970-06-11,8568
85690,1922-06-15,8569
85700,1965-08-02,8570
85710,1915-02-27,8571
85720,2013-06-28,8572
85730,1995-11-12,8573
85740,1906-06-14,8574
85750,1922-03-12,8575
85760,1982-12-31,8576
85770,1985-05-14,8577
85780,1941-03-22,8578
85790,2013-06-13,8579
85800,1975-11-14,8580
85810,1959-11-21,8581
85820,2000-07-16,8582
85830,1967-05-26,8583
85840,2009-09-28,8584
85850,1975-08-23,8585
85860,1944-08-22,8586
85870,1957-07-23,8587
85880,1966-10-27,8588
85890,1950-10-18,8589
85900,1985-06-04,8590
85910,1951-01-15,8591
85920,1962-11-23,8592
85930,1914-02-04,8593
85940,1986-05-20,8594
85950,2015-10-25,8595
85960,1996-01-17,8596
85970,2011-11-29,8597
85980,1933-04-29,8598
85990,1964-11-06,8599
86000,2008-04-30,8600
86010,1926-11-22,8601
86020,1980-10-20,8602
86030,2010-03-23,8603
86040,2003-05-14,8604
86050,1932-02-15,8605
86060,1910-03-26,8606
86070,2002-04-14,8607
86080,1991-09-06,8608
86090,2011-11-29,8609
86100,1915-03-28,8610
86110,1913-01-15,8611
86120,1946-05-12,8612
86130,1986-08-26,8613
86140,1985-07-19,8614
86150,1969-07-15,8615
86160,1907-11-22,8616
86170,1986-01-04,8617
86180,1961-09-19,8618
86190,1963-03-26,8619
86200,1999-01-29,8620
86210,1913-07-13,8621
86220,1989-12-09,8622
86230,1954-10-04,8623
86240,1935-05-14,8624
86250,1926-10-14,8625
86260,1913-12-16,8626
86270,1969-11-26,8627
86280,1943-09-18,8628
86290,1999-08-01,8629
86300,1950-11-19,8630
86310,1940-12-11,8631
86320,1943-09-14,8632
86330,1943-06-19,8633
86340,1926-06-18,8634
86350,1927-05-10,8635
86360,1961-05-09,8636
86370,1940-09-15,8637
86380,1995-06-01,8638
86390,1981-11-18,8639
86400,1973-07-15,8640
86410,1954-11-20,8641
86420,1973-03-28,8642
86430,1924-05-19,8643
86440,1982-08-30,8644
86450,1986-09-13,8645
86460,1943-02-01,8646
86470,2009-06-03,8647
86480,2014-01-05,8648
86490,1998-08-01,8649
86500,2004-06-06,8650
86510,1989-08-08,8651
86520,1944-03-22,8652
86530,1968-01-10,8653
86540,1984-08-03,8654
86550,1913-11-08,8655
86560,1912-02-09,8656
86570,2009-09-21,8657
86580,1994-07-03,8658
86590,2011-10-26,8659
86600,1918-07-24,8660
86610,2015-10-24,8661
86620,1959-12-16,8662
86630,1910-12-07,8663
86640,1991-08-16,8664
86650,1931-07-26,8665
86660,1952-10-13,8666
86670,1911-10-01,8667
86680,1973-06-14,8668
86690,1953-05-10,8669
86700,1927-08-31,8670
86710,1953-05-15,8671
86720,1966-10-18,8672
86730,2011-07-19,8673
86740,2008-12-20,8674
86750,1927-09-02,8675
86760,1979-11-03,8676
86770,2015-05-13,8677
86780,1918-03-09,8678
86790,1948-09-22,8679
86800,1952-03-23,8680
86810,1991-05-08,8681
86820,2003-07-11,8682
86830,1923-10-02,8683
86840,1946-03-15,8684
86850,1977-01-10,8685
86860,1982-12-08,8686
86870,1941-12-31,8687
86880,2010-07-19,8688
86890,1965-12-27,8689
86900,1986-04-27,8690
86910,1934-11-10,8691
86920,2010-12-26,8692
86930,1956-11-10,8693
86940,1908-05-06,8694
86950,1980-02-09,8695
86960,1926-06-17,8696
86970,2018-06-07,8697
86980,2005-02-04,8698
86990,2018-08-02,8699
87000,1972-10-30,8700
87010,1954-04-17,8701
87020,1986-05-22,8702
87030,1977-08-02,8703
87040,1928-07-14,8704
87050,1922-06-08,8705
87060,1952-11-20,8706
87070,1998-04-16,8707
87080,2019-07-19,8708
87090,1935-06-02,8709
87100,1958-07-06,8710
87110,1974-03-27,8711
87120,2008-07-22,8712
87130,1964-06-12,8713
87140,1990-09-08,8714
87150,1962-05-15,8715
87160,1910-04-08,8716
87170,1909-04-02,8717
87180,1989-06-18,8718
87190,1957-05-15,8719
87200,1908-10-24,8720
87210,1971-06-14,8721
87220,2012-03-23,8722
87230,1968-04-13,8723
87240,1919-02-07,8724
87250,2012-05-16,8725
87260,1916-10-13,8726
87270,1952-01-13,8727
87280,1991-04-03,8728
87290,1932-04-06,8729
87300,1921-02-20,8730
87310,2012-10-14,8731
87320,1926-07-30,8732
87330,1949-11-28,8733
87340,1948-08-09,8734
87350,1915-07-27,8735
87360,1973-10-12,8736
87370,1997-08-11,8737
87380,1904-12-30,8738
87390,1956-02-26,8739
87400,1905-08-28,8740
87410,1995-09-21,8741
87420,1973-03-25,8742
87430,1990-07-22,8743
87440,1935-05-22,8744
87450,1912-08-12,8745
87460,1961-04-11,8746
87470,2017-06-10,8747
87480,1917-12-08,8748
87490,1919-05-20,8749
87500,1905-04-07,8750
87510,1930-07-15,8751
87520,1941-02-12,8752
87530,1953-06-10,8753
87540,1939-10-25,8754
87550,2011-12-11,8755
87560,1934-09-29,8756
87570,1944-12-05,8757
87580,2014-01-07,8758
87590,2017-08-21,8759
87600,2016-03-05,8760
87610,1953-07-25,8761
87620,1927-09-14,8762
87630,2013-04-30,8763
87640,1926-05-12,8764
87650,1976-06-25,8765
87660,1927-06-01,8766
87670,1932-05-18,8767
87680,1981-10-31,8768
87690,1921-09-01,8769
87700,2002-08-27,8770
87710,1907-11-20,8771
87720,1936-12-28,8772
87730,2013-09-20,8773
87740,1917-06-11,8774
87750,1971-11-02,8775
87760,1998-03-20,8776
87770,1999-10-26,8777
87780,1941-12-28,8778
87790,1905-10-10,8779
87800,1983-07-22,8780
87810,1994-01-23,8781
87820,1920-06-06,8782
87830,2014-03-28,8783
87840,1997-03-26,8784
87850,1927-04-25,8785
87860,1968-01-05,8786
87870,1906-04-19,8787
87880,1965-12-13,8788
87890,1970-08-12,8789
87900,1945-08-16,8790
87910,1912-04-01,8791
87920,1905-06-04,8792
87930,1949-10-29,8793
87940,1955-04-23,8794
87950,1956-05-19,8795
87960,1979-10-01,8796
87970,1996-03-14,8797
87980,1938-07-05,8798
87990,1924-08-25,8799
88000,1912-08-17,8800
88010,1959-03-26,8801
88020,1916-05-13,8802
88030,1927-09-04,8803
88040,1913-08-02,8804
88050,1977-01-30,8805
88060,1964-10-03,8806
88070,1930-10-05,8807
88080,1932-05-19,8808
88090,1930-04-15,8809
88100,1913-02-08,8810
88110,1944-02-11,8811
88120,1908-09-19,8812
88130,1988-09-11,8813
88140,1941-06-11,8814
88150,2006-06-10,8815
88160,1947-07-29,8816
88170,1932-08-14,8817
88180,1934-04-06,8818
88190,2003-03-09,8819
88200,1910-10-13,8820
88210,1945-04-04,8821
88220,1937-08-03,8822
88230,1918-11-30,8823
88240,1965-10-13,8824
88250,1941-03-09,8825
88260,1950-03-07,8826
88270,1921-08-20,8827
88280,1943-04-11,8828
88290,2019-01-18,8829
88300,1967-02-22,8830
88310,1947-06-10,8831
88320,1937-11-05,8832
88330,1914-12-03,8833
88340,1999-11-13,8834
88350,1935-08-04,8835
88360,1986-09-01,8836
88370,2011-11-16,8837
88380,1948-03-12,8838
88390,1907-08-28,8839
88400,1926-01-30,8840
88410,1906-12-31,8841
88420,1974-06-08,8842
88430,1986-02-18,8843
88440,1989-11-29,8844
88450,2005-06-30,8845
88460,1949-11-25,8846
88470,1941-07-02,8847
88480,1990-01-16,8848
88490,1930-08-12,8849
88500,1931-05-26,8850
88510,2006-11-22,8851
88520,1985-11-11,8852
88530,1954-01-25,8853
88540,1968-07-23,8854
88550,1915-10-06,8855
88560,1991-11-22,8856
88570,1963-11-18,8857
88580,1954-06-05,8858
88590,1943-10-04,8859
88600,1917-01-13,8860
88610,1970-04-17,8861
88620,1938-10-06,8862
88630,1935-12-10,8863
88640,1975-05-29,8864
88650,1993-04-24,8865
88660,1922-11-22,8866
88670,1944-05-22,8867
88680,1989-04-02,8868
88690,1945-04-11,8869
88700,1982-11-12,8870
88710,1942-11-12,8871
88720,1931-03-23,8872
88730,1949-09-10,8873
88740,1973-11-15,8874
88750,1979-08-21,8875
88760,1916-08-16,8876
88770,1992-01-19,8877
88780,1941-05-06,8878
88790,1940-10-24,8879
88800,1911-07-12,8880
88810,2004-08-06,8881
88820,1983-06-16,8882
88830,1993-10-19,8883
88840,2018-05-16,8884
88850,1965-07-21,8885
88860,2007-11-29,8886
88870,1959-09-22,8887
88880,2009-09-29,8888
88890,1914-04-17,8889
88900,2011-01-28,8890
88910,1919-03-31,8891
88920,1992-07-08,8892
88930,1994-10-24,8893
88940,2007-12-27,8894
88950,1909-11-19,8895
88960,2006-02-04,8896
88970,1911-12-24,8897
88980,2000-10-10,8898
88990,1996-06-14,8899
89000,1937-04-06,8900
89010,1967-11-24,8901
89020,1994-06-27,8902
89030,1963-10-31,8903
89040,1919-07-05,8904
89050,1914-08-01,8905
89060,1946-05-08,8906
89070,1978-05-06,8907
89080,2006-05-02,8908
89090,1943-08-06,8909
89100,1933-07-15,8910
89110,1956-01-30,8911
89120,2013-07-12,8912
89130,1946-08-27,8913
89140,1957-01-10,8914
89150,1950-04-20,8915
89160,1917-12-09,8916
89170,2017-07-04,8917
89180,1948-07-09,8918
89190,1907-07-04,8919
89200,1914-08-03,8920
89210,1905-05-31,8921
89220,1984-11-24,8922
89230,1968-12-13,8923
89240,2002-04-16,8924
89250,2002-05-14,8925
89260,1907-08-01,8926
89270,1922-06-13,8927
89280,1986-10-10,8928
89290,1962-09-24,8929
89300,1956-03-07,8930
89310,2010-07-04,8931
89320,2008-04-04,8932
89330,2015-11-29,8933
89340,1948-12-03,8934
89350,1967-06-01,8935
89360,2016-03-02,8936
89370,1982-08-03,8937
89380,1919-03-11,8938
89390,1937-03-05,8939
89400,1921-01-13,8940
89410,1927-11-17,8941
89420,1911-02-23,8942
89430,1910-09-23,8943
89440,1923-09-13,8944
89450,1960-07-11,8945
89460,1907-01-11,8946
89470,1947-09-16,8947
89480,1992-02-26,8948
89490,2018-10-13,8949
89500,1957-02-27,8950
89510,1931-01-01,8951
89520,1949-04-20,8952
89530,1960-07-03,8953
89540,2010-06-10,8954
89550,1964-06-04,8955
89560,1932-03-14,8956
89570,1937-10-24,8957
89580,1976-07-04,8958
89590,1998-01-11,8959
89600,1965-10-17,8960
89610,1996-08-26,8961
89620,1947-09-16,8962
89630,2014-08-22,8963
89640,1946-03-10,8964
89650,1996-02-15,8965
89660,2017-04-06,8966
89670,2002-09-08,8967
89680,1910-06-10,8968
89690,1916-06-16,8969
89700,1940-03-20,8970
89710,1972-08-10,8971
89720,1981-07-01,8972
89730,1989-01-03,8973
89740,1974-11-16,8974
89750,2015-09-14,8975
89760,1934-07-16,8976
89770,1920-01-31,8977
89780,1916-01-25,8978
89790,2015-08-24,8979
89800,1918-12-15,8980
89810,1974-02-06,8981
89820,1994-12-31,8982
89830,2003-03-31,8983
89840,1933-10-01,8984
89850,1995-09-11,8985
89860,1988-05-22,8986
89870,1930-01-25,8987
89880,1998-09-28,8988
89890,1909-03-10,8989
89900,1941-05-31,8990
89910,1940-03-06,8991
89920,2016-02-21,8992
89930,2006-03-27,8993
89940,2018-03-19,8994
89950,1948-02-29,8995
89960,1982-05-20,8996
89970,1967-06-01,8997
89980,1942-01-07,8998
89990,2004-12-03,8999
90000,2015-08-28,9000
90010,2019-09-03,9001
90020,2012-08-14,9002
90030,1969-04-04,9003
90040,1956-11-11,9004
90050,1955-08-15,9005
90060,1945-11-27,9006
90070,2011-05-12,9007
90080,1982-05-03,9008
90090,1953-11-05,9009
90100,1939-08-01,9010
90110,1908-12-04,9011
90120,2014-01-10,9012
90130,1944-03-14,9013
90140,1920-03-25,9014
90150,1933-05-14,9015
90160,1957-12-25,9016
90170,1965-08-17,9017
90180,1964-07-04,9018
90190,1980-10-04,9019
90200,1926-11-04,9020
90210,1911-08-16,9021
90220,1995-12-20,9022
90230,1991-05-27,9023
90240,1914-02-25,9024
90250,1908-04-17,9025
90260,1983-11-06,9026
90270,1999-10-30,9027
90280,1918-04-25,9028
90290,1949-11-21,9029
90300,1945-02-25,9030
90310,1933-01-07,9031
90320,1987-02-18,9032
90330,1975-11-28,9033
90340,1910-05-28,9034
90350,2013-01-14,9035
90360,1928-06-12,9036
90370,1997-02-23,9037
90380,1998-02-04,9038
90390,1909-02-14,9039
90400,1956-01-20,9040
90410,1962-07-30,9041
90420,2019-05-17,9042
90430,1952-07-04,9043
90440,1915-04-30,9044
90450,1918-05-07,9045
90460,1973-12-26,9046
90470,2006-12-23,9047
90480,1961-07-24,9048
90490,1948-01-12,9049
90500,2002-12-23,9050
90510,1998-07-26,9051
90520,1957-03-10,9052
90530,1932-04-22,9053
90540,1906-01-02,9054
90550,1968-08-03,9055
90560,1937-10-31,9056
90570,1962-10-29,9057
90580,1971-06-15,9058
90590,1995-07-25,9059
90600,1932-04-25,9060
90610,1999-02-19,9061
90620,1926-10-07,9062
90630,1954-07-12,9063
90640,1986-01-19,9064
90650,1967-12-12,9065
90660,1915-02-11,9066
90670,1904-06-05,9067
90680,2002-09-17,9068
90690,2020-05-12,9069
90700,2007-11-22,9070
90710,1914-07-12,9071
90720,2003-05-31,9072
90730,1964-11-30,9073
90740,1945-07-23,9074
90750,1954-11-28,9075
90760,1986-09-04,9076
90770,1981-08-12,9077
90780,1977-10-02,9078
90790,1994-06-05,9079
90800,2001-11-10,9080
90810,1961-07-03,9081
90820,2011-12-12,9082
90830,1915-12-21,9083
90840,1938-03-16,9084
90850,2011-08-10,9085
90860,2013-09-25,9086
90870,1949-07-02,9087
90880,1959-05-15,9088
90890,2017-10-31,9089
90900,1904-07-03,9090
90910,2011-02-28,9091
90920,1918-08-15,9092
90930,1912-04-28,9093
90940,1919-05-20,9094
90950,1991-05-24,9095
90960,1940-06-17,9096
90970,1996-02-17,9097
90980,1959-12-20,9098
90990,1938-11-05,9099
91000,1998-11-05,9100
91010,1998-10-09,9101
91020,1969-09-19,9102
91030,1981-07-01,9103
91040,1911-01-29,9104
91050,1930-11-23,9105
91060,1937-08-11,9106
91070,2011-09-24,9107
91080,1974-03-05,9108
91090,1910-10-18,9109
91100,1987-08-21,9110
91110,1904-06-19,9111
91120,1913-11-28,9112
91130,1976-07-08,9113
91140,2004-07-16,9114
91150,1990-11-06,9115
91160,1986-08-24,9116
91170,1925-10-31,9117
91180,1936-09-07,9118
91190,1973-10-14,9119
91200,1969-03-15,9120
91210,2005-11-09,9121
91220,2008-03-25,9122
91230,2016-02-27,9123
91240,1917-11-12,9124
91250,1928-08-08,9125
91260,1998-12-21,9126
91270,1971-10-19,9127
91280,1933-01-01,9128
91290,1910-02-10,9129
91300,1944-01-31,9130
91310,1913-06-10,9131
91320,1920-08-01,9132
91330,1988-07-20,9133
91340,1981-07-13,9134
91350,1934-07-23,9135
91360,1954-07-13,9136
91370,1978-07-02,9137
91380,1941-11-17,9138
91390,1916-12-19,9139
91400,1938-10-02,9140
91410,1992-05-28,9141
91420,1925-01-04,9142
91430,1976-05-23,9143
91440,1950-04-27,9144
91450,1966-09-04,9145
91460,1931-03-03,9146
91470,1969-01-03,9147
91480,2007-02-07,9148
91490,1961-04-26,9149
91500,1995-10-11,9150
91510,2010-03-19,9151
91520,1982-03-31,9152
91530,1963-10-31,9153
91540,1923-06-26,9154
91550,1962-01-07,9155
91560,2018-03-28,9156
91570,1922-03-04,9157
91580,1946-10-07,9158
91590,1960-03-20,9159
91600,1926-12-19,9160
91610,1990-09-05,9161
91620,1919-01-18,9162
91630,1958-06-19,9163
91640,1937-02-11,9164
91650,1968-06-29,9165
91660,1992-09-17,9166
91670,1968-05-15,9167
91680,1905-09-21,9168
91690,2010-05-01,9169
91700,1920-02-21,9170
91710,1974-02-08,9171
91720,1995-10-24,9172
91730,1935-10-27,9173
91740,1968-02-07,9174
91750,1931-01-04,9175
91760,1944-01-08,9176
91770,1982-07-24,9177
91780,1980-10-24,9178
91790,1923-03-26,9179
91800,2005-06-13,9180
91810,1986-09-19,9181
91820,1977-11-07,9182
91830,1996-05-05,9183
91840,1907-07-26,9184
91850,2013-06-12,9185
91860,1912-11-15,9186
91870,2019-05-13,9187
91880,1958-04-01,9188
91890,1966-05-14,9189
91900,1991-11-06,9190
91910,2015-08-17,9191
91920,1980-07-11,9192
91930,1955-04-09,9193
91940,1958-08-04,9194
91950,1997-06-27,9195
91960,1905-07-12,9196
91970,1913-04-13,9197
91980,1957-12-17,9198
91990,1989-05-15,9199
92000,1990-04-02,9200
92010,1905-04-15,9201
92020,1944-04-27,9202
92030,1919-10-27,9203
92040,1952-08-31,9204
92050,1978-12-15,9205
92060,1937-11-23,9206
92070,1948-12-14,9207
92080,1919-12-31,9208
92090,1908-02-07,9209
92100,1918-09-06,9210
92110,1939-09-14,9211
92120,1994-06-20,9212
92130,1954-08-29,9213
92140,1984-07-09,9214
92150,1969-04-11,9215
92160,1915-07-29,9216
92170,1961-04-14,9217
92180,1919-12-16,9218
92190,1904-05-27,9219
92200,1954-05-20,9220
92210,2011-11-29,9221
92220,1938-09-15,9222
92230,2007-05-25,9223
92240,1976-10-09,9224
92250,1976-10-15,9225
92260,1967-09-12,9226
92270,1968-09-09,9227
92280,1915-04-17,9228
92290,1933-09-03,9229
92300,1986-11-11,9230
92310,1971-12-22,9231
92320,1953-05-07,9232
92330,1987-10-14,9233
92340,1980-10-14,9234
92350,2006-07-05,9235
92360,1945-09-08,9236
92370,1997-10-06,9237
92380,1949-07-05,9238
92390,2004-03-30,9239
92400,1964-12-24,9240
92410,1992-04-16,9241
92420,1939-11-10,9242
92430,1973-03-23,9243
92440,2013-03-26,9244
92450,2019-09-29,9245
92460,1964-04-25,9246
92470,2000-09-07,9247
92480,1924-09-16,9248
92490,2012-01-29,9249
92500,1981-03-27,9250
92510,1942-07-15,9251
92520,1973-12-18,9252
92530,1955-08-10,9253
92540,1983-01-30,9254
92550,1927-10-01,9255
92560,1924-09-11,9256
92570,1925-12-23,9257
92580,1959-07-24,9258
92590,1953-05-30,9259
92600,1945-04-28,9260
92610,1940-03-22,9261
92620,2019-11-03,9262
92630,1921-03-05,9263
92640,1953-01-27,9264
92650,1931-05-18,9265
92660,1954-04-25,9266
92670,1912-11-16,9267
92680,1957-09-27,9268
92690,1923-11-03,9269
92700,1968-07-17,9270
92710,1987-07-19,9271
92720,1943-10-11,9272
92730,1927-09-13,9273
92740,1928-03-15,9274
92750,1923-03-06,9275
92760,1928-05-22,9276
92770,1944-03-17,9277
92780,1956-10-19,9278
92790,1966-12-03,9279
92800,1976-10-28,9280
92810,1950-11-06,9281
92820,1914-02-15,9282
92830,1956-08-19,9283
92840,1997-09-10,9284
92850,2010-09-02,9285
92860,1944-06-18,9286
92870,1930-07-29,9287
92880,1963-05-07,9288
92890,1933-05-30,9289
92900,1999-06-22,9290
92910,1905-04-05,9291
92920,1928-08-09,9292
92930,1989-05-30,9293
92940,1941-03-23,9294
92950,1998-07-25,9295
92960,1922-05-26,9296
92970,1940-04-15,9297
92980,1984-12-13,9298
92990,1982-06-03,9299
93000,1919-02-25,9300
93010,1944-04-24,9301
93020,1998-05-21,9302
93030,1971-04-12,9303
93040,2000-05-24,9304
93050,1971-05-01,9305
93060,1969-10-16,9306
93070,1999-05-12,9307
93080,1973-08-08,9308
93090,2000-01-04,9309
93100,1931-02-28,9310
93110,1961-10-05,9311
93120,1970-05-11,9312
93130,1905-08-15,9313
93140,1991-10-18,9314
93150,1931-07-22,9315
93160,1970-11-04,9316
93170,1970-07-02,9317
93180,1926-06-18,9318
93190,2001-09-13,9319
93200,1917-04-07,9320
93210,1982-03-05,9321
93220,1952-09-29,9322
93230,2007-09-25,9323
93240,1984-11-21,9324
93250,2019-05-21,9325
93260,1978-12-14,9326
93270,2001-02-11,9327
93280,1930-03-27,9328
93290,1943-09-19,9329
93300,1915-01-03,9330
93310,1999-02-18,9331
93320,1916-12-11,9332
93330,1938-03-12,9333
93340,1950-06-02,9334
93350,2004-10-08,9335
93360,1912-12-17,9336
93370,1965-01-20,9337
93380,1965-06-16,9338
93390,1913-06-13,9339
93400,1983-06-05,9340
93410,1970-03-09,9341
93420,1951-02-03,9342
93430,1915-03-23,9343
93440,1908-09-11,9344
93450,1936-07-08,9345
93460,1959-09-17,9346
93470,1991-09-24,9347
93480,2013-03-06,9348
93490,1970-11-21,9349
93500,1919-10-05,9350
93510,1991-11-27,9351
93520,1947-03-09,9352
93530,1905-08-17,9353
93540,1933-02-10,9354
93550,1935-05-19,9355
93560,1978-03-18,9356
93570,1957-10-29,9357
93580,1986-09-14,9358
93590,1911-06-08,9359
93600,1943-03-06,9360
93610,1939-06-18,9361
93620,1966-04-26,9362
93630,1927-01-03,9363
93640,1960-07-17,9364
93650,1919-01-08,9365
93660,1921-05-23,9366
93670,1965-05-27,9367
93680,1919-08-13,9368
93690,1949-05-29,9369
93700,1985-09-25,9370
93710,2019-01-01,9371
93720,1956-03-11,9372
93730,1969-12-31,9373
93740,1964-01-06,9374
93750,2007-04-24,9375
93760,1927-01-03,9376
93770,1964-06-11,9377
93780,1957-01-30,9378
93790,1972-05-13,9379
93800,1925-08-14,9380
93810,1966-11-20,9381
93820,1993-09-27,9382
93830,1971-10-28,9383
93840,2008-08-24,9384
93850,1954-02-07,9385
93860,1938-02-02,9386
93870,1948-06-23,9387
93880,1942-02-25,9388
93890,1953-10-30,9389
93900,2006-02-15,9390
93910,1916-12-20,9391
93920,2010-03-24,9392
93930,1921-11-06,9393
93940,1959-05-28,9394
93950,1976-04-09,9395
93960,2017-04-10,9396
93970,1933-05-09,9397
93980,2011-03-29,9398
93990,2009-02-21,9399
94000,1939-09-07,9400
94010,1967-06-30,9401
94020,1942-06-12,9402
94030,1940-02-15,9403
94040,1908-09-11,9404
94050,1993-05-26,9405
94060,1907-02-18,9406
94070,2017-06-14,9407
94080,1984-03-18,9408
94090,1970-03-28,9409
94100,1921-03-22,9410
94110,1915-07-23,9411
94120,1998-08-20,9412
94130,1949-12-09,9413
94140,1932-04-28,9414
94150,1925-12-14,9415
94160,2004-05-12,9416
94170,1946-07-06,9417
94180,1923-09-06,9418
94190,1949-09-08,9419
94200,1960-02-01,9420
94210,1947-10-26,9421
94220,1949-03-30,9422
94230,1943-07-13,9423
94240,1934-12-21,9424
94250,1944-11-04,9425
94260,1976-11-30,9426
94270,1996-05-04,9427
94280,1966-06-27,9428
94290,1928-12-17,9429
94300,2003-07-09,9430
94310,1980-05-11,9431
94320,1911-11-22,9432
94330,1954-11-10,9433
94340,1911-02-14,9434
94350,2014-03-16,9435
94360,2000-09-13,9436
94370,1991-12-17,9437
94380,2005-07-30,9438
94390,1943-08-29,9439
94400,1954-09-02,9440
94410,1921-10-18,9441
94420,1988-07-29,9442
94430,1962-03-03,9443
