labname,size_student,size_staff,labdept
8364,63,1,Egypt
8365,38,34,Germany
8366,31,30,Czech
8367,40,23,Angola
8368,44,17,Argentina
8369,33,49,Djibouti
8370,5,26,Afghanistan
8371,96,28,Cyprus
8372,34,49,Czech
8373,96,22,Japan
8374,33,5,Germany
8375,17,10,Korea South
8376,74,14,Gabon
8377,62,35,Ireland
8378,87,40,Germany
8379,88,20,Dominica
8380,40,25,Afghanistan
8381,30,30,East Timor
8382,3,25,Republic
8383,76,29,United Kingdom
8384,70,40,Ecuador
8385,32,46,Costa Rica
8386,90,31,Czech
8387,95,15,Djibouti
8388,70,10,Czech
8389,13,48,Comoros
8390,87,50,Croatia
8391,91,39,Croatia
8392,20,50,Ireland
8393,52,19,Angola
8394,19,47,Croatia
8395,72,44,Afghanistan
8396,92,32,Colombia
8397,39,2,Comoros
8398,44,49,Angola
8399,16,26,Croatia
8400,23,49,Cuba
8401,95,27,Italy
8402,46,35,Egypt
8403,99,39,Algeria
8404,66,50,United States
8405,79,36,China
8406,73,43,Italy
8407,21,44,Colombia
8408,84,21,Antigua
8409,52,10,Republic
8410,22,9,Dominican Republic
8411,25,47,Croatia
8412,47,30,Gabon
8413,65,4,Ireland
8414,68,32,China
8415,21,8,Costa Rica
8416,82,30,Dominica
8417,5,8,Costa Rica
8418,79,11,Antigua
8419,41,35,Andorra
8420,5,39,Egypt
8421,50,22,Cyprus
8422,57,17,Angola
8423,77,21,Germany
8424,72,46,Afghanistan
8425,8,43,Croatia
8426,10,46,Algeria
8427,29,36,Colombia
8428,52,41,Germany
8429,70,41,Croatia
8430,93,10,Argentina
8431,4,40,Dominican Republic
8432,29,25,Costa Rica
8433,60,36,Croatia
8434,96,27,China
8435,79,43,Egypt
8436,76,38,Colombia
8437,19,28,Dominica
8438,32,39,Afghanistan
8439,2,3,Cyprus
8440,81,38,United Kingdom
8441,5,18,China
8442,45,27,Gambia
8443,8,42,Algeria
8444,34,16,France
8445,94,50,Korea South
8446,78,40,Egypt
8447,23,31,Cyprus
8448,100,37,Afghanistan
8449,30,1,United States
8450,22,8,Republic
8451,10,37,Ireland
8452,32,2,Dominican Republic
8453,55,30,Comoros
8454,23,49,Colombia
8455,56,38,Denmark
8456,67,20,Comoros
8457,99,35,Czech
8458,24,25,Argentina
8459,78,3,Dominican Republic
8460,52,42,Djibouti
8461,74,9,Andorra
8462,2,23,Italy
8463,81,46,Republic
8464,4,7,Ecuador
8465,51,5,Cuba
8466,31,19,Korea South
8467,29,21,Albania
8468,17,49,Gambia
8469,82,27,Algeria
8470,75,36,Republic
8471,49,36,Egypt
8472,74,3,Denmark
8473,35,4,Cuba
8474,26,1,Denmark
8475,70,23,Cuba
8476,30,40,Algeria
8477,73,25,Croatia
8478,17,10,United States
8479,72,24,Italy
8480,51,5,United States
8481,36,37,Colombia
8482,10,4,East Timor
8483,77,12,Cyprus
8484,70,37,France
8485,32,11,Gabon
8486,22,31,Cuba
8487,27,41,Czech
8488,98,14,Egypt
8489,84,20,Colombia
8490,25,17,United States
8491,52,30,Afghanistan
8492,71,16,Croatia
8493,48,20,Afghanistan
8494,54,17,Italy
8495,49,29,United Kingdom
8496,22,19,Republic
8497,96,33,Angola
8498,74,42,Argentina
8499,95,33,Congo
8500,3,6,Cyprus
8501,84,10,Czech
8502,4,42,China
8503,21,22,United States
8504,42,48,Croatia
8505,69,39,Albania
8506,70,14,Congo
8507,59,11,Egypt
8508,84,36,Croatia
8509,59,38,Costa Rica
8510,72,31,Congo
8511,46,42,Gabon
8512,63,37,Republic
8513,82,24,Japan
8514,19,30,Congo
8515,13,13,Egypt
8516,5,48,Comoros
8517,55,26,Georgia
8518,37,50,Croatia
8519,75,8,Gambia
8520,16,13,Georgia
8521,76,12,Colombia
8522,41,11,Croatia
8523,40,26,Georgia
8524,33,43,Dominica
8525,13,3,Germany
8526,72,20,Afghanistan
8527,38,44,France
8528,84,45,Denmark
8529,5,48,Argentina
8530,73,10,Albania
8531,12,32,Costa Rica
8532,5,23,United Kingdom
8533,84,39,United Kingdom
8534,39,47,Denmark
8535,60,41,Antigua
8536,39,17,Italy
8537,100,9,Germany
8538,86,22,Ecuador
8539,78,45,Germany
8540,91,13,Georgia
8541,86,13,Germany
8542,57,2,Albania
8543,16,23,Dominican Republic
8544,91,18,Comoros
8545,65,46,Costa Rica
8546,79,46,Czech
8547,23,49,Djibouti
8548,36,34,Croatia
8549,21,24,Argentina
8550,80,42,Denmark
8551,29,26,Japan
8552,48,14,Afghanistan
8553,96,10,Gambia
8554,29,18,Croatia
8555,49,10,Costa Rica
8556,29,17,Comoros
8557,65,5,Ireland
8558,55,19,East Timor
8559,32,21,Italy
8560,27,47,Dominican Republic
8561,97,44,Czech
8562,85,17,United Kingdom
8563,41,11,Egypt
8564,48,20,Colombia
8565,29,43,Antigua
8566,98,26,Dominican Republic
8567,25,42,Angola
8568,82,42,Gabon
8569,33,33,Cuba
8570,45,29,Cuba
8571,85,10,Dominica
8572,88,28,Dominican Republic
8573,94,32,Dominican Republic
8574,99,22,Ireland
8575,6,7,United States
8576,77,19,Japan
8577,72,41,Korea South
8578,78,48,Cuba
8579,35,38,Cyprus
8580,36,41,Czech
8581,62,34,Antigua
8582,4,48,Algeria
8583,96,31,Comoros
8584,45,2,Ireland
8585,78,5,Argentina
8586,68,20,Congo
8587,7,8,Ireland
8588,100,46,Comoros
8589,70,2,Republic
8590,90,15,Colombia
8591,66,27,Cuba
8592,74,27,Ecuador
8593,73,2,Gabon
8594,18,14,Dominica
8595,82,25,Georgia
8596,100,37,Antigua
8597,84,50,Antigua
8598,83,49,Djibouti
8599,15,19,Germany
8600,26,1,Angola
8601,83,25,Gambia
8602,62,6,Republic
8603,38,27,France
8604,27,3,Antigua
8605,99,13,Cuba
8606,12,5,Egypt
8607,22,20,Cyprus
8608,9,43,Cyprus
8609,42,19,Republic
8610,5,10,Germany
8611,18,3,Japan
8612,69,4,Andorra
8613,77,3,Congo
8614,53,16,Czech
8615,19,32,Japan
8616,40,19,Republic
8617,95,50,Cuba
8618,64,29,Albania
8619,4,29,Congo
8620,18,19,Cuba
8621,38,30,Djibouti
8622,33,46,Costa Rica
8623,84,22,Cyprus
8624,31,11,Albania
8625,70,15,Dominica
8626,98,8,Djibouti
8627,88,19,Croatia
8628,57,1,Djibouti
8629,21,34,Argentina
8630,7,34,Antigua
8631,61,44,Republic
8632,26,15,Dominican Republic
8633,22,25,Korea South
8634,49,19,China
8635,49,37,Colombia
8636,65,24,Czech
8637,48,31,Andorra
8638,48,42,United Kingdom
8639,98,6,Japan
8640,69,16,Ireland
8641,85,37,Ireland
8642,15,35,Republic
8643,16,34,Congo
8644,92,26,Korea South
8645,91,29,Gabon
8646,60,42,Congo
8647,17,21,Cuba
8648,15,18,Djibouti
8649,75,12,Japan
8650,34,17,Korea South
8651,62,46,Costa Rica
8652,85,50,Denmark
8653,16,14,Albania
8654,78,11,Argentina
8655,49,2,Comoros
8656,2,50,Croatia
8657,2,4,France
8658,14,17,Egypt
8659,2,42,Japan
8660,32,5,Ecuador
8661,99,39,Djibouti
8662,88,28,Czech
8663,66,19,Comoros
8664,16,23,Gabon
8665,83,2,Japan
8666,28,37,Republic
8667,57,13,Czech
8668,85,44,Dominica
8669,46,18,Costa Rica
8670,45,35,Afghanistan
8671,61,23,Dominican Republic
8672,91,24,Ireland
8673,40,11,Andorra
8674,95,23,Denmark
8675,93,37,Costa Rica
8676,90,2,Denmark
8677,24,13,Cuba
8678,75,1,Korea South
8679,56,30,Republic
8680,36,50,Dominica
8681,82,35,Korea South
8682,51,18,Georgia
8683,94,28,East Timor
8684,86,13,Republic
8685,5,8,Republic
8686,37,5,Costa Rica
8687,36,46,Antigua
8688,12,13,United Kingdom
8689,52,22,Egypt
8690,39,37,Cuba
8691,87,49,Gambia
8692,42,47,Ecuador
8693,51,19,Germany
8694,25,34,France
8695,28,29,United States
8696,49,32,Ecuador
8697,7,11,Algeria
8698,65,7,Cyprus
8699,67,1,Gambia
8700,84,14,Afghanistan
8701,65,30,Congo
8702,69,24,Dominican Republic
8703,48,27,Ireland
8704,37,8,Afghanistan
8705,10,16,France
8706,15,2,Andorra
8707,54,49,Egypt
8708,66,29,Cuba
8709,67,49,France
8710,8,49,Antigua
8711,68,31,Gambia
8712,31,50,Georgia
8713,83,21,United States
8714,17,32,Colombia
8715,84,5,Cuba
8716,92,27,Argentina
8717,90,7,Congo
8718,32,41,East Timor
8719,8,44,Denmark
8720,36,27,Angola
8721,35,10,Angola
8722,93,25,Congo
8723,9,37,Denmark
8724,14,27,Albania
8725,77,34,United Kingdom
8726,34,2,Denmark
8727,7,31,Ireland
8728,53,41,Ireland
8729,17,29,Georgia
8730,3,11,Gambia
8731,98,12,Dominican Republic
8732,31,32,Angola
8733,17,9,Colombia
8734,39,50,Ireland
8735,95,7,Dominica
8736,32,44,Republic
8737,26,27,Republic
8738,20,45,Ireland
8739,85,17,Italy
8740,7,34,Cuba
8741,74,4,Japan
8742,91,50,Djibouti
8743,40,9,Republic
8744,34,43,Korea South
8745,10,39,United States
8746,52,44,Comoros
8747,90,7,Colombia
8748,58,32,Congo
8749,13,7,Japan
8750,70,37,Republic
8751,37,27,Cuba
8752,76,10,Argentina
8753,25,7,Costa Rica
8754,26,50,Gambia
8755,8,38,Denmark
8756,78,21,Czech
8757,23,24,Antigua
8758,97,14,Germany
8759,47,20,Germany
8760,90,3,United States
8761,93,16,Algeria
8762,92,34,Argentina
8763,23,11,Andorra
8764,12,21,China
8765,19,34,Cuba
8766,76,44,Germany
8767,62,17,Czech
8768,16,27,Antigua
8769,98,6,China
8770,5,3,Denmark
8771,82,20,Republic
8772,85,26,Georgia
8773,61,28,Ecuador
8774,81,29,United States
8775,9,22,Algeria
8776,65,21,Gambia
8777,75,34,Costa Rica
8778,82,36,Republic
8779,62,2,Cuba
8780,82,17,Costa Rica
8781,65,5,Gambia
8782,32,45,Georgia
8783,33,42,Cyprus
8784,89,46,Cyprus
8785,98,1,Afghanistan
8786,5,14,Albania
8787,48,19,Italy
8788,29,4,Republic
8789,33,21,France
8790,38,10,Republic
8791,36,11,Czech
8792,7,15,France
8793,18,27,Gabon
8794,28,22,United Kingdom
8795,78,38,Cuba
8796,69,20,Angola
8797,6,35,Angola
8798,13,9,Republic
8799,39,11,Denmark
8800,62,7,Angola
8801,14,26,Comoros
8802,34,7,United States
8803,93,17,Egypt
8804,21,35,Germany
8805,2,8,Costa Rica
8806,86,10,Comoros
8807,47,8,Argentina
8808,35,17,Ireland
8809,22,15,Argentina
8810,35,17,Korea South
8811,16,8,Comoros
8812,25,44,Gambia
8813,73,21,Cuba
8814,94,2,Egypt
8815,29,38,Colombia
8816,52,16,Ecuador
8817,56,13,Gambia
8818,35,43,United States
8819,69,9,Croatia
8820,22,2,Italy
8821,28,28,Argentina
8822,13,28,Albania
8823,71,48,Ireland
8824,2,36,Comoros
8825,59,20,Japan
8826,10,14,Italy
8827,4,31,Japan
8828,60,36,Antigua
8829,98,13,Colombia
8830,80,36,Korea South
8831,96,20,Italy
8832,46,49,Afghanistan
8833,72,29,Japan
8834,44,4,Italy
8835,53,17,Denmark
8836,97,46,United States
8837,61,35,Ireland
8838,95,2,United States
8839,70,1,Ireland
8840,60,24,Albania
8841,57,47,Andorra
8842,3,17,Afghanistan
8843,51,17,Egypt
8844,71,10,Antigua
8845,61,21,Antigua
8846,90,6,Republic
8847,83,45,United States
8848,32,10,Egypt
8849,16,24,Czech
8850,37,34,Cyprus
8851,44,38,Argentina
8852,70,26,Djibouti
8853,11,11,Costa Rica
8854,15,42,United States
8855,81,14,Italy
8856,33,12,Georgia
8857,29,14,Costa Rica
8858,46,49,Antigua
8859,92,15,East Timor
8860,25,3,Colombia
8861,22,40,Georgia
8862,64,14,Angola
8863,85,34,United Kingdom
8864,25,4,Japan
8865,43,24,Georgia
8866,93,29,Dominican Republic
8867,2,43,Dominica
8868,13,44,Algeria
8869,98,44,Colombia
8870,38,16,Djibouti
8871,96,33,Gabon
8872,75,43,Costa Rica
8873,48,48,Cyprus
8874,75,33,Albania
8875,93,11,France
8876,50,43,Costa Rica
8877,24,29,France
8878,53,20,Cuba
8879,38,10,Djibouti
8880,14,21,Georgia
8881,12,4,Antigua
8882,79,47,Colombia
8883,93,45,Argentina
8884,98,16,East Timor
8885,5,26,East Timor
8886,79,41,United Kingdom
8887,95,8,Croatia
8888,25,28,China
8889,100,47,Argentina
8890,65,7,Argentina
8891,35,35,Djibouti
8892,21,27,Algeria
8893,68,4,Cuba
8894,4,42,Germany
8895,45,28,Afghanistan
8896,73,42,Germany
8897,42,47,Ireland
8898,56,8,France
8899,79,6,East Timor
8900,51,31,Ecuador
8901,1,46,Cyprus
8902,86,27,United States
8903,82,5,Comoros
8904,15,47,Czech
8905,49,31,Georgia
8906,26,18,Angola
8907,63,5,Albania
8908,31,49,China
8909,26,15,Antigua
8910,86,37,Colombia
8911,72,33,United Kingdom
8912,45,4,Denmark
8913,59,19,Czech
8914,28,34,United States
8915,56,19,Korea South
8916,59,6,Cuba
8917,89,46,Colombia
8918,51,40,Djibouti
8919,32,39,Gambia
8920,87,22,Djibouti
8921,36,37,Dominica
8922,29,24,China
8923,45,3,Cuba
8924,41,29,Afghanistan
8925,64,3,East Timor
8926,67,36,Afghanistan
8927,91,5,France
8928,21,13,Korea South
8929,83,12,Angola
8930,45,47,East Timor
8931,44,48,Germany
8932,65,49,Colombia
8933,8,30,Korea South
8934,43,2,Colombia
8935,22,14,Georgia
8936,91,9,Dominican Republic
8937,15,10,France
8938,67,32,Italy
8939,29,24,Egypt
8940,22,33,Egypt
8941,38,6,Antigua
8942,9,23,Congo
8943,65,10,Germany
8944,37,9,Costa Rica
8945,70,9,Georgia
8946,98,44,United States
8947,98,13,United States
8948,72,45,Afghanistan
8949,15,5,Andorra
8950,32,22,Gabon
8951,49,31,Dominican Republic
8952,5,47,East Timor
8953,50,19,Afghanistan
8954,97,25,Georgia
8955,37,16,Djibouti
8956,58,50,Republic
8957,90,22,Germany
8958,57,34,Afghanistan
8959,33,42,Czech
8960,68,7,Czech
8961,57,7,Denmark
8962,89,21,Denmark
8963,17,39,Afghanistan
8964,90,47,Dominica
8965,72,20,Croatia
8966,67,19,Argentina
8967,28,11,Japan
8968,33,50,Japan
8969,4,43,Albania
8970,98,39,Denmark
8971,88,41,Gabon
8972,29,37,Argentina
8973,45,32,Germany
8974,95,39,United States
8975,39,37,Gabon
8976,85,26,United States
8977,21,4,Ecuador
8978,97,25,Gambia
8979,66,5,Albania
8980,75,13,United Kingdom
8981,55,12,Algeria
8982,22,41,East Timor
8983,70,12,United Kingdom
8984,71,38,Cyprus
8985,10,8,Cuba
8986,59,45,Gambia
8987,42,10,Comoros
8988,32,7,Gambia
8989,69,2,Gambia
8990,46,49,Italy
8991,56,44,Ecuador
8992,55,50,Germany
8993,22,49,Croatia
8994,69,33,Congo
8995,50,15,United States
8996,6,39,Congo
8997,44,1,Cuba
8998,61,20,United States
8999,20,9,Andorra
9000,64,21,Czech
9001,4,27,Czech
9002,87,17,Congo
9003,6,50,Costa Rica
9004,10,34,Denmark
9005,15,19,Czech
9006,61,15,United Kingdom
9007,73,31,East Timor
9008,27,6,Antigua
9009,41,41,Comoros
9010,95,36,Czech
9011,41,40,Gabon
9012,35,48,France
9013,32,26,Comoros
9014,32,33,United Kingdom
9015,90,35,East Timor
9016,42,45,China
9017,5,17,Djibouti
9018,95,10,Denmark
9019,29,41,Angola
9020,35,11,Gambia
9021,43,11,Germany
9022,59,6,Republic
9023,51,29,Croatia
9024,93,14,Costa Rica
9025,72,4,Cyprus
9026,68,14,Gabon
9027,53,2,Argentina
9028,78,6,Congo
9029,46,4,Albania
9030,30,7,Czech
9031,22,23,Germany
9032,28,32,Comoros
9033,7,28,Japan
9034,62,43,Republic
9035,96,27,Antigua
9036,69,8,Dominica
9037,54,2,Korea South
9038,88,14,Dominican Republic
9039,81,21,Denmark
9040,9,38,Denmark
9041,84,39,Czech
9042,87,44,Croatia
9043,84,22,United Kingdom
9044,85,37,Gabon
9045,12,45,Antigua
9046,39,47,Afghanistan
9047,64,13,Algeria
9048,4,49,Italy
9049,7,6,China
9050,32,26,Korea South
9051,9,27,Egypt
9052,68,44,Cuba
9053,100,21,Congo
9054,94,18,Antigua
9055,69,24,Andorra
9056,24,15,Croatia
9057,72,32,Italy
9058,95,14,Cuba
9059,22,37,Angola
9060,48,18,Dominica
9061,45,32,Colombia
9062,56,27,Algeria
9063,71,26,Ireland
9064,34,32,Congo
9065,50,4,Dominica
9066,92,36,Albania
9067,53,50,Andorra
9068,51,48,France
9069,93,33,United Kingdom
9070,7,25,Afghanistan
9071,24,4,Andorra
9072,53,43,Ireland
9073,10,35,Argentina
9074,47,10,Albania
9075,99,47,France
9076,73,22,Germany
9077,83,20,Congo
9078,65,45,Egypt
9079,28,39,Germany
9080,68,14,Albania
9081,97,1,Argentina
9082,81,41,Italy
9083,23,40,Comoros
9084,23,39,Republic
9085,41,22,Gabon
9086,90,35,Dominica
9087,95,33,Italy
9088,77,33,United Kingdom
9089,45,2,Gabon
9090,62,29,Argentina
9091,10,4,Andorra
9092,29,34,Costa Rica
9093,37,38,United States
9094,34,17,Comoros
9095,65,45,France
9096,80,36,Ecuador
9097,43,44,Croatia
9098,46,15,France
9099,19,47,Afghanistan
9100,80,30,Colombia
9101,100,50,East Timor
9102,20,10,Denmark
9103,79,20,Germany
9104,22,43,Congo
9105,38,9,Angola
9106,42,34,Japan
9107,71,44,Congo
9108,7,25,Argentina
9109,73,15,United Kingdom
9110,71,21,Japan
9111,40,49,Egypt
9112,55,47,Croatia
9113,57,47,Gambia
9114,49,22,Egypt
9115,35,2,United States
9116,58,48,Congo
9117,84,16,China
9118,62,33,Japan
9119,10,28,Japan
9120,76,25,Denmark
9121,81,2,Italy
9122,13,50,France
9123,76,16,Gabon
9124,12,42,Cuba
9125,59,37,Croatia
9126,45,27,Croatia
9127,97,22,Denmark
9128,10,9,Egypt
9129,10,36,Afghanistan
9130,79,12,Czech
9131,79,24,United States
9132,22,27,Afghanistan
9133,64,24,Dominica
9134,48,39,Dominica
9135,56,20,Gabon
9136,98,39,Japan
9137,7,10,Djibouti
9138,81,9,Japan
9139,84,21,United States
9140,83,31,Germany
9141,10,37,Czech
9142,71,20,Italy
9143,89,49,Costa Rica
9144,17,3,United States
9145,93,15,Georgia
9146,50,48,Angola
9147,48,22,Czech
9148,58,31,Japan
9149,12,38,Antigua
9150,95,30,Colombia
9151,59,17,Cyprus
9152,79,33,Gambia
9153,37,39,Denmark
9154,12,19,Algeria
9155,95,24,Albania
9156,31,7,Croatia
9157,23,24,United States
9158,87,28,Afghanistan
9159,45,1,Germany
9160,37,1,United States
9161,89,16,East Timor
9162,74,41,Comoros
9163,29,20,Costa Rica
9164,100,39,Algeria
9165,42,42,Andorra
9166,77,15,Costa Rica
9167,99,30,Djibouti
9168,72,32,Antigua
9169,52,13,Algeria
9170,79,16,Egypt
9171,44,1,Antigua
9172,75,1,Andorra
9173,55,43,Argentina
9174,38,19,United States
9175,54,17,Italy
9176,86,32,Congo
9177,81,25,Angola
9178,79,25,East Timor
9179,42,3,Denmark
9180,41,31,China
9181,9,17,Albania
9182,41,11,Comoros
9183,49,30,Korea South
9184,17,27,Japan
9185,97,18,Dominica
9186,98,3,Costa Rica
9187,94,32,Italy
9188,57,46,Argentina
9189,84,12,Korea South
9190,56,17,Dominican Republic
9191,27,2,Germany
9192,28,32,Cuba
9193,90,25,Cyprus
9194,87,39,Korea South
9195,51,12,Gabon
9196,31,31,Denmark
9197,21,46,Italy
9198,30,9,Georgia
9199,26,6,Costa Rica
9200,8,45,Albania
9201,28,13,Italy
9202,25,25,Italy
9203,30,33,Djibouti
9204,79,41,Germany
9205,25,33,Korea South
9206,91,41,Ireland
9207,24,10,Comoros
9208,36,46,China
9209,53,33,Germany
9210,24,33,Argentina
9211,6,29,Republic
9212,65,14,Cuba
9213,54,36,Comoros
9214,48,32,France
9215,74,7,Czech
9216,84,24,Afghanistan
9217,42,20,Colombia
9218,7,17,Korea South
9219,73,2,Korea South
9220,63,5,Gabon
9221,87,43,East Timor
9222,85,31,Czech
9223,62,2,Argentina
9224,92,38,Georgia
9225,3,32,France
9226,51,20,Czech
9227,41,6,Germany
9228,100,49,Antigua
9229,64,26,Dominican Republic
9230,69,22,Croatia
9231,69,23,Djibouti
9232,2,46,Ecuador
9233,94,35,East Timor
9234,96,41,Germany
9235,53,21,Dominican Republic
9236,34,18,Gambia
9237,59,32,Argentina
9238,62,5,Dominican Republic
9239,23,9,Dominican Republic
9240,33,15,Andorra
9241,99,36,Argentina
9242,33,17,Gabon
9243,94,28,Italy
9244,43,48,Comoros
9245,39,50,Costa Rica
9246,87,31,Ecuador
9247,34,6,Congo
9248,19,44,Georgia
9249,1,6,China
9250,61,45,Albania
9251,56,37,East Timor
9252,84,17,Dominican Republic
9253,56,35,Colombia
9254,9,22,Comoros
9255,8,17,Afghanistan
9256,88,23,Germany
9257,62,21,Egypt
9258,88,7,Algeria
9259,1,13,China
9260,23,27,Egypt
9261,27,40,Ireland
9262,94,29,Cyprus
9263,17,24,Cuba
9264,78,47,United Kingdom
9265,27,36,Comoros
9266,40,27,Albania
9267,80,49,Algeria
9268,36,4,Angola
9269,92,11,France
9270,93,13,Ecuador
9271,23,35,Georgia
9272,47,42,Italy
9273,89,14,Ireland
9274,63,41,Italy
9275,12,36,Gabon
9276,47,8,United Kingdom
9277,80,33,Costa Rica
9278,78,12,Costa Rica
9279,24,8,Gambia
9280,49,19,Ecuador
9281,57,36,United States
9282,13,46,Colombia
9283,3,45,Egypt
9284,11,36,Comoros
9285,70,39,China
9286,29,21,East Timor
9287,92,45,East Timor
9288,96,6,Congo
9289,51,23,Gabon
9290,63,33,Antigua
9291,73,14,Costa Rica
9292,84,1,China
9293,61,3,China
9294,39,50,Dominican Republic
9295,54,30,Czech
9296,52,22,Egypt
9297,20,31,Gambia
9298,7,21,France
9299,60,27,Gabon
9300,40,4,United States
9301,28,31,Dominican Republic
9302,25,38,Japan
9303,39,5,Czech
9304,61,9,Cuba
9305,48,38,United States
9306,76,42,Costa Rica
9307,79,33,Argentina
9308,87,13,Ireland
9309,58,45,Congo
9310,15,35,Ireland
9311,69,12,Congo
9312,79,46,France
9313,14,4,Ireland
9314,66,10,Djibouti
9315,81,29,Republic
9316,68,2,France
9317,88,35,Denmark
9318,26,39,Ireland
9319,14,46,Afghanistan
9320,6,42,Argentina
9321,49,37,Andorra
9322,84,18,Costa Rica
9323,53,17,Georgia
9324,25,12,Croatia
9325,6,19,Ecuador
9326,21,27,Afghanistan
9327,13,32,Albania
9328,80,42,Republic
9329,21,6,United States
9330,20,31,Antigua
9331,42,18,Angola
9332,38,13,Korea South
9333,10,26,China
9334,91,25,China
9335,88,11,Cyprus
9336,20,43,Egypt
9337,65,49,United Kingdom
9338,6,20,Antigua
9339,24,6,Korea South
9340,24,27,Japan
9341,12,10,Japan
9342,69,1,Albania
9343,3,6,Ireland
9344,13,6,Czech
9345,47,46,Comoros
9346,10,39,Germany
9347,50,45,Cuba
9348,91,39,Argentina
9349,45,50,Comoros
9350,93,20,Korea South
9351,15,48,Djibouti
9352,30,27,Republic
9353,37,25,Denmark
9354,12,50,Gabon
9355,86,31,Djibouti
9356,33,28,Congo
9357,20,11,Italy
9358,67,46,Korea South
9359,84,11,Djibouti
9360,96,22,Croatia
9361,26,44,Comoros
9362,81,41,Colombia
9363,4,35,Costa Rica
9364,64,17,Czech
9365,65,2,Costa Rica
9366,54,40,Italy
9367,99,18,Afghanistan
9368,34,16,Italy
9369,76,21,Italy
9370,40,23,Congo
9371,51,12,Argentina
9372,25,20,United States
9373,15,38,Gabon
9374,53,29,Germany
9375,71,37,Croatia
9376,53,30,Croatia
9377,30,15,Georgia
9378,51,37,Egypt
9379,87,36,Afghanistan
9380,62,20,Colombia
9381,96,8,Italy
9382,60,27,Czech
9383,72,44,Colombia
9384,64,43,Japan
9385,92,30,Comoros
9386,75,33,Ecuador
9387,84,30,France
9388,54,45,United Kingdom
9389,68,48,Andorra
9390,90,1,Comoros
9391,42,37,Denmark
9392,63,44,Ireland
9393,65,47,Afghanistan
9394,97,11,Comoros
9395,80,14,Cuba
9396,76,16,Argentina
9397,61,11,Georgia
9398,31,20,Afghanistan
9399,31,40,Gambia
9400,98,23,Dominica
9401,98,8,Dominica
9402,4,11,Dominica
9403,33,8,Cuba
9404,3,17,Gambia
9405,76,1,Dominica
9406,77,20,Czech
9407,95,23,Argentina
9408,61,29,Korea South
9409,93,49,Ireland
9410,48,8,Korea South
9411,72,48,Andorra
9412,51,3,Argentina
9413,48,14,Cuba
9414,93,15,United Kingdom
9415,41,46,Czech
9416,37,29,Andorra
9417,17,35,Japan
9418,66,40,China
9419,43,32,Gambia
9420,64,50,Germany
9421,25,15,Argentina
9422,30,48,Colombia
9423,73,26,United Kingdom
9424,17,32,East Timor
9425,21,42,Georgia
9426,39,9,Colombia
9427,64,3,Croatia
9428,93,10,Egypt
9429,59,47,Egypt
9430,27,12,Croatia
9431,37,12,Albania
9432,100,22,Gambia
9433,43,4,Egypt
9434,68,29,China
9435,23,27,Japan
9436,69,30,Costa Rica
9437,69,6,Dominican Republic
9438,99,36,Angola
9439,14,3,Afghanistan
9440,30,37,Dominican Republic
9441,11,41,Colombia
9442,85,50,Andorra
9443,83,10,Denmark
9444,71,38,East Timor
9445,17,46,Colombia
9446,42,31,Japan
9447,11,6,United Kingdom
9448,76,8,Croatia
9449,43,27,Czech
9450,55,45,East Timor
9451,33,11,France
9452,88,40,Djibouti
9453,1,5,Georgia
9454,92,41,Albania
9455,15,42,Czech
9456,74,13,Andorra
9457,76,22,Djibouti
9458,4,9,Italy
9459,61,29,Cyprus
9460,56,2,Cuba
9461,47,34,Comoros
9462,42,26,Republic
9463,42,42,Argentina
9464,79,13,Antigua
9465,26,30,Angola
9466,69,24,Antigua
9467,72,30,Italy
9468,60,21,Denmark
9469,61,27,Ecuador
9470,74,45,Croatia
9471,29,39,Japan
9472,48,19,Japan
9473,21,31,Dominica
9474,28,8,Italy
9475,67,20,Costa Rica
9476,2,47,Angola
9477,24,11,Czech
9478,77,32,Ireland
9479,23,23,Cyprus
9480,88,33,Dominican Republic
9481,58,49,United Kingdom
9482,86,39,Germany
9483,88,8,Djibouti
9484,71,4,Cuba
9485,42,11,Ireland
9486,3,45,Italy
9487,32,30,Ecuador
9488,91,19,Dominica
9489,19,4,Afghanistan
9490,88,3,Gabon
9491,78,1,Andorra
9492,92,43,Cuba
9493,79,38,Andorra
9494,6,50,Congo
9495,64,21,Argentina
9496,30,43,Costa Rica
9497,95,30,Djibouti
9498,47,11,Korea South
9499,6,7,Denmark
9500,26,23,Gabon
9501,45,49,Georgia
9502,7,16,Albania
9503,53,14,Argentina
9504,36,35,Czech
9505,94,35,Andorra
9506,32,4,Congo
9507,88,31,Angola
9508,47,31,Dominican Republic
9509,36,31,Dominica
9510,87,27,Costa Rica
9511,31,3,Ireland
9512,51,36,China
9513,5,20,Cyprus
9514,54,11,Angola
9515,78,33,Albania
9516,4,29,Colombia
9517,12,15,Argentina
9518,55,4,Japan
9519,92,41,Germany
9520,34,41,Andorra
9521,81,15,Djibouti
9522,28,26,Dominica
9523,10,32,Georgia
9524,78,26,East Timor
9525,98,6,Antigua
9526,26,12,Dominica
9527,8,47,Dominican Republic
9528,76,18,Dominica
9529,37,34,Ireland
9530,54,1,Gabon
9531,80,45,Congo
9532,60,26,Afghanistan
9533,69,50,Republic
9534,87,20,Italy
9535,65,8,Denmark
9536,19,9,Ireland
9537,78,21,Ireland
9538,21,18,Cyprus
9539,50,43,Dominican Republic
9540,65,10,China
