scolname,location_country,location_state,location_city,scale_students,scale_faculty
Jennifer Novak,China,produce,several,2261,876
Jennifer Faulkner,Georgia,free,respond,3884,383
Sally Kennedy,Italy,radio,this,8687,1176
Linda Barrera,Italy,meeting,think,8923,4079
Alan Tate,Djibouti,nation,base,3632,97
Joshua Jenkins,Colombia,something,bill,9029,2083
Angela Reyes,Argentina,above,role,5840,3560
Dr. Thomas Lara,Dominican Republic,require,green,9593,2961
Bianca Howard,Gambia,me,stage,7592,1022
Miguel Gallegos,United States,pass,what,2283,4245
Teresa Romero,Georgia,boy,hear,1331,2590
Amy Tran DDS,Cuba,sea,page,6746,3459
Laura Hernandez,Croatia,collection,player,476,2938
Sara Cook,Japan,trade,push,2748,3897
Jeff Young,Egypt,discuss,above,2476,2677
Frank Porter,Republic,matter,wife,2582,4381
Teresa Vega,United States,close,part,2805,4434
Evan Keith,United States,federal,movie,6318,3160
Dean Taylor,Antigua,kitchen,life,8424,4495
Sandra Chang,Georgia,affect,year,3055,929
Anthony Petersen,Dominica,however,ever,4782,3274
Susan Hunt,Afghanistan,position,control,5453,3245
Jessica Smith,Gabon,conference,place,4385,2902
Kristy Rowland,Algeria,yeah,exist,86,3602
Leah Valdez,Czech,situation,easy,8316,8
Karen Ellison,Italy,left,road,6609,1007
Ms. Erin Graham,Gambia,job,administration,3975,4159
Donald Kane,Afghanistan,necessary,admit,9045,2617
Rhonda Benjamin,France,two,develop,7968,897
Crystal Brooks,United Kingdom,child,various,7503,1126
Holly Torres,Congo,level,leg,9208,3544
Cynthia Soto,France,rule,keep,2554,1153
William Rodriguez,Dominican Republic,really,head,582,697
Erin Long,Gabon,say,group,2951,3676
Brandon Ray,Czech,cup,research,635,3990
Caitlyn Bailey,Afghanistan,stuff,without,9895,1331
Kristen Cole,Dominica,book,officer,9917,1210
Amy Berg DVM,Antigua,find,feel,8422,3509
Alexander White,Comoros,network,mouth,3077,3424
Michael Mcneil,Cyprus,animal,discover,3772,1349
Julia Smith,Denmark,tree,maintain,6763,2852
Luis Mcgee,Dominican Republic,stay,we,3637,1837
John Murphy,Ireland,author,natural,7130,3691
Jennifer Davis,Algeria,herself,Democrat,2017,3447
Ellen Chavez,United States,catch,statement,6462,4593
Patricia Roy,France,small,hot,4879,4897
Cindy Holt DVM,Gambia,water,those,7702,4647
Stephen Ortiz,Croatia,gun,ready,3420,2441
Charles Calderon,Croatia,however,nearly,3930,3285
Samantha Blake,Dominica,list,politics,2391,3188
Amanda Smith DDS,Argentina,difference,might,4433,624
Evelyn Thompson,Comoros,away,face,7334,2427
Daniel Garcia,Japan,stage,peace,5079,775
Taylor Henry,Ecuador,else,live,5643,994
Megan Wilson,Georgia,war,travel,6371,2810
Cheyenne Winters,Gambia,garden,follow,6085,3664
Cory Thomas,Gambia,sense,technology,3168,1725
Jason Miller,Republic,government,others,9463,822
Clinton Logan,Gambia,sometimes,hit,6647,4831
Crystal Phelps,Argentina,agency,least,9743,1280
Justin Hopkins,Georgia,history,great,2198,1137
Gregory Bonilla,Costa Rica,available,although,3368,2391
Patricia Marquez,Egypt,what,catch,917,621
Laura Dorsey,Andorra,everything,meeting,6207,4253
Casey Anderson,Gambia,throughout,compare,7342,3560
Wesley Ortiz,Comoros,leg,energy,3063,4346
Matthew Mitchell,East Timor,part,should,6789,1601
Desiree Pope,Cuba,dream,suffer,3466,635
Julie Ward,Comoros,effect,admit,1084,4644
Jeffrey Anderson,Croatia,check,tree,2298,4899
Hayley Lee,Gabon,speech,culture,4444,4267
Erin Warren,Afghanistan,century,factor,2073,3962
Mathew Tucker,Croatia,among,piece,8505,4968
Debra Farley,United Kingdom,health,building,4409,3767
Timothy Gordon,Republic,forward,imagine,5908,1316
Kara Russell,Croatia,worker,police,914,3070
Lori Haney,Egypt,character,alone,3914,3911
Kelly Farrell,Costa Rica,in,particular,4716,2819
James Olson,Comoros,blue,federal,5843,672
Stephanie Chambers,China,also,operation,901,3708
Patrick Rivers,China,good,specific,4652,1681
Robert Davis,Algeria,against,knowledge,5132,2757
Kevin Moore,Comoros,agent,hope,5148,4602
Gary Scott,Colombia,pass,candidate,4712,2701
Cody Johnson,Antigua,reach,Republican,6670,3049
David Pace,Comoros,expect,lot,1180,3880
Bruce Hamilton,Ecuador,any,or,7886,830
Cheryl Jones,Czech,box,while,6930,1540
Katherine Miller,Cyprus,model,officer,2959,145
Edward Williams,China,work,place,1670,657
James Ortega,Angola,memory,significant,361,391
Molly Butler,Dominican Republic,player,before,1754,2701
Daniel Harrell,France,while,position,8207,1056
Danielle Cruz,Congo,teach,hit,5848,1394
Michelle Hensley,Czech,develop,add,5754,712
Brenda Wagner,United States,into,instead,2729,1497
Bryan Parker,Cyprus,lead,easy,6802,4119
Benjamin Ross,Congo,fund,soon,8694,1817
Donald Williams Jr.,Gabon,social,perhaps,4428,2688
Christopher Martin,Andorra,describe,anything,1020,3693
Omar Boone,China,thing,question,6051,1775
Emily Duncan,Albania,wrong,determine,2740,3664
Robert Boyd,Dominican Republic,simple,rock,928,869
Tonya Schroeder,Antigua,challenge,hand,7143,3370
Mr. Brandon Powell,Georgia,great,adult,7014,826
Joseph Alvarez,Djibouti,bill,at,101,3431
Luke Hernandez,Germany,hand,instead,1248,1925
Michael Hayes,Congo,themselves,thank,3572,44
Scott Zuniga,Afghanistan,son,turn,7119,4871
Michelle White,Korea South,attention,really,5948,1557
Joshua Hansen,Denmark,here,staff,7245,4652
Samuel Elliott,Gabon,animal,view,2074,1953
Regina Downs,Afghanistan,technology,since,9787,4991
Michael Brown,Germany,fly,term,4067,16
Steven Gallegos,Colombia,standard,avoid,5866,1335
Karen Hester,Italy,particular,carry,7979,4750
Rachel Thomas,Angola,step,meeting,6538,533
Tiffany Joseph,Antigua,find,case,9342,8
Karen Jimenez,United States,too,gun,139,3446
Larry Henderson,Ecuador,school,nor,2104,470
William Richard,Andorra,opportunity,quality,84,4909
Amy Moore,Antigua,picture,particularly,819,3965
Gary Powers,Italy,describe,item,1990,1453
Dustin Poole,Cyprus,community,around,114,4895
Craig Boyd,Croatia,single,wish,7279,1053
Paul Lee,Gabon,apply,station,9370,4016
Brittney Fry,Germany,these,away,3117,2052
Edward Cain,Dominica,source,draw,4309,2446
Melissa Wright,United Kingdom,enough,believe,9081,1652
Mary Wright,Dominica,play,kind,3087,2385
Sean Clark,Georgia,study,culture,6726,3673
Scott Hayden,Angola,country,side,3595,4322
Cheryl Powell,Georgia,number,citizen,7492,666
Charles Huff,Croatia,respond,another,1452,1554
Richard Davis,Cuba,simply,physical,2333,4082
Paul Flores,Costa Rica,learn,end,6394,2726
Caitlin Frost,Gambia,most,eat,8379,2889
Ronald Graham,East Timor,stay,dark,3321,4050
Heather Gordon,Gabon,yourself,religious,5777,4264
Tammy Garrett MD,East Timor,series,college,93,2052
Craig Little,Colombia,debate,charge,3740,989
Robert Anderson,Dominican Republic,despite,win,7797,2491
Rachel Diaz,Georgia,chance,training,3720,471
Angela Bishop,Croatia,the,toward,6114,2783
Katherine Hanson,Japan,music,relationship,2003,3468
Larry Davis,Argentina,best,impact,7509,4983
David Morgan,Gambia,other,because,2763,1715
Nicholas Johnson,United Kingdom,writer,school,507,1356
Shannon Pierce,Costa Rica,way,act,9107,4152
Bonnie Taylor,East Timor,really,Mrs,5372,1038
Brett Lewis,Argentina,wear,give,7737,3847
Kenneth Miller,Djibouti,worker,foreign,8040,3408
Sarah Johnson,Georgia,catch,challenge,3967,3055
Erin Knight,Congo,our,article,4229,1426
Tammy Burton,France,resource,carry,1905,1088
Kristina Reed,Croatia,option,pass,4607,2485
Sheena James,United States,exactly,card,8762,3111
Patricia Riley,Ireland,consider,more,3043,1377
Kirk Taylor,Afghanistan,budget,government,2377,465
Nicholas Arellano,Cyprus,song,arrive,5220,313
Ian Mitchell,Andorra,head,cover,8561,4966
Adam Pham,Djibouti,take,research,3148,3881
Cynthia Marquez,Congo,home,view,5135,645
Katrina Short,Czech,begin,second,4060,938
Pamela Smith,East Timor,mission,loss,1395,1133
Donna Harris,Gambia,population,billion,7723,364
Theresa Sandoval,Czech,performance,administration,2365,3939
Michael Ellis,Gambia,quite,political,4696,3243
Steven Lara,Korea South,entire,tend,5380,716
Olivia Carter,Gabon,what,movie,2141,1789
Julie Odonnell,Comoros,picture,middle,8696,2907
Sarah Fisher,China,mention,according,3314,472
Molly Smith,United Kingdom,thousand,ok,4249,2626
Matthew Sosa,Gabon,in,tree,6806,4647
Nicole Steele,Denmark,remain,hundred,4122,4070
Danielle Ruiz,Czech,physical,peace,7378,1989
Kenneth Thompson,Algeria,score,reduce,96,1507
Robin Anderson,China,and,writer,3687,1275
Stephanie Rice,Dominica,popular,special,8777,3513
John Johnson Jr.,Angola,entire,strategy,6116,2620
William Burch,Georgia,must,line,4334,1859
Cassandra Jones,Angola,almost,party,8340,662
Nicole Stuart,Colombia,between,court,5198,4411
Matthew Jordan,Germany,large,debate,7484,3778
Kristie Le,Gabon,my,five,6349,684
James Lucas,Comoros,need,reduce,4808,956
John Smith,Egypt,foot,nor,6165,282
Matthew Owens,Ecuador,past,call,5034,1723
James Smith,Gambia,fine,whom,603,2575
Kevin Brooks,Egypt,hit,station,4792,191
Robert Taylor,Korea South,American,discuss,3811,2036
Holly Henderson,Djibouti,purpose,pull,5729,1682
Matthew Hernandez,Argentina,appear,question,3935,1595
Adam Floyd,Djibouti,model,reason,6582,820
Kevin Woods,Cuba,affect,civil,9291,2535
Cynthia Johnson,Afghanistan,which,read,7460,2637
Holly Smith,Gambia,worry,senior,9573,657
Keith Robbins,Djibouti,capital,voice,2922,2472
Leslie Mitchell,Congo,not,action,3979,3073
Amanda Wade,United Kingdom,we,ball,5329,4267
Jennifer Howard,Republic,success,attack,2234,3135
Nicole Parker,Comoros,reflect,business,8769,120
Sean Clark,United States,phone,charge,1557,4520
Jeffrey Anderson,China,civil,door,216,2532
Kathryn Williams,Albania,three,her,1373,3304
Brian Frye,Japan,consider,military,6184,4706
Jamie Jackson,East Timor,effort,my,7854,2699
Edward Hansen,Algeria,forward,her,9629,4792
Warren Bennett,Albania,recognize,late,3917,2823
Kevin Martin,Republic,region,establish,6603,1798
Austin Ortega,Djibouti,strategy,thank,8528,4752
Elizabeth Collins,China,world,last,7661,3339
Laura Rodriguez,Costa Rica,at,scene,5543,3729
Theodore Johnson,Italy,number,create,7896,2648
Tony Davis,France,officer,others,950,3086
Meredith Booth,Costa Rica,build,say,6114,1087
Robert Harris,Ecuador,item,set,3217,4241
Leroy Bradley,Croatia,bank,act,3868,1975
Rebecca Molina,Croatia,receive,environmental,1939,4032
Kevin Rose,Gabon,structure,health,3993,2042
Dawn Carter,Algeria,which,smile,4382,1090
Carlos Gonzalez,Japan,stage,discover,4539,4960
Raymond Wallace,Denmark,image,peace,8595,1669
Laura Brown,Republic,just,structure,4369,3320
Heather Hughes,East Timor,seven,hot,3787,2592
Kevin Blair,Dominica,name,recent,447,417
Bethany Ramirez,East Timor,green,at,8762,3882
Jason Schneider,Dominica,husband,prevent,2904,4995
Amanda Mcmillan,Croatia,next,discuss,3783,288
Steven Lee,Japan,need,half,1778,149
Debra Smith,Japan,future,material,2708,2632
Virginia Pearson,Egypt,need,within,1904,4040
David Johnson,Antigua,ok,campaign,9738,293
Tammy Fisher,Cyprus,soon,guy,2485,3743
Denise Larson,Egypt,this,computer,5739,2440
Laurie Booth,Comoros,only,call,8783,3992
Dr. Courtney Roberts DDS,Djibouti,hour,represent,1219,2353
Beth Robertson,Andorra,us,station,5302,1188
Kenneth Hernandez,Colombia,if,dream,8781,3626
Reginald Burton Jr.,Dominica,no,once,824,4635
Derek Hayes,United Kingdom,particular,suddenly,1367,3538
Shawn Allen,Colombia,the,box,423,2223
Emily Gray,Germany,hair,whatever,2090,2759
Laurie Freeman,Japan,friend,million,6629,2116
James Lopez,France,their,or,771,431
Lawrence James,Congo,rock,degree,4570,2512
Felicia Baldwin,Andorra,sometimes,card,1478,3394
John Mosley,Korea South,trade,billion,1266,3629
Laura Harrison,Colombia,quickly,international,2887,3772
Cory Ward,Angola,energy,toward,8270,3342
Gregory Dorsey,Ecuador,affect,present,5612,4433
Cindy Turner,United Kingdom,nothing,cell,4606,2286
Sharon Page,Andorra,study,role,586,1781
Stephanie Daniels,United States,create,picture,6496,85
Ryan Yoder,East Timor,happy,feel,5751,424
Dr. Dustin Coleman,Egypt,response,bit,4239,806
Anthony Garcia,Republic,entire,way,3677,675
Randy Johnson,Czech,member,should,6037,1051
Yvonne Pearson,Ecuador,administration,soon,4259,1869
Stephanie Mcneil,Dominican Republic,check,brother,6028,2877
Christopher Moore,Congo,organization,bill,8035,244
Lawrence Garcia,Congo,pattern,number,2703,1188
Christine Moore,Gambia,citizen,woman,7108,262
Karen Hill,Andorra,sell,tree,7564,2486
Amy Allen,Japan,difference,wife,3969,2504
Jared Butler,Comoros,lose,throw,5670,1761
James Crawford,Germany,put,probably,1875,1997
Robert Williams,Costa Rica,will,goal,4020,1670
Jamie Burke,Italy,step,daughter,9257,3954
Anthony Burch,Gambia,fly,hotel,9080,4113
Mr. Ronald Cruz,France,treatment,be,6378,1195
Elizabeth Brown,Ecuador,sport,beat,2315,2797
Jessica King,Ecuador,president,newspaper,4211,1339
Pamela Wright,Angola,service,civil,3332,348
Claire Rodriguez,Denmark,politics,do,1926,658
Carl Pugh,Algeria,family,program,1373,3991
Whitney Blevins,Georgia,soldier,avoid,5900,4977
Richard Anthony,Germany,magazine,play,2345,942
Christy Perez,Georgia,everybody,own,3129,3672
Caroline Campbell,Costa Rica,bring,add,9342,2354
Tyler Davis,Ecuador,need,today,8164,2411
Jose Santana,Croatia,onto,prevent,9058,4730
Jennifer Deleon,United Kingdom,likely,century,677,1956
Andrea Stevens,Cuba,job,shake,361,3006
Gregory Freeman,Afghanistan,discussion,six,6483,3400
Mrs. Jennifer Villa MD,Angola,light,reveal,7047,225
Christopher Lawson,East Timor,will,system,7858,4555
Angela Cooper DVM,Dominica,listen,age,3652,4433
Michael Beasley,Colombia,image,several,4487,3698
Ashley Brown,Republic,television,break,5595,4084
Shane Briggs,Ecuador,focus,individual,5030,2944
Amanda Reynolds,Germany,already,upon,3890,121
Billy Shaffer MD,China,walk,relationship,594,3880
Mrs. Allison Patrick,Comoros,major,word,9801,2596
Thomas Key,Denmark,relationship,movie,1478,4485
Joseph Wright,Argentina,major,read,3843,3698
Curtis Miller,East Timor,green,meet,6565,3822
Linda Gardner,Antigua,maintain,network,5202,4410
Curtis Harris,Egypt,political,determine,6806,4033
Christian Jones,Gabon,investment,film,6988,4648
James Arnold,Dominican Republic,she,bit,1747,1242
Breanna Ramirez,Andorra,little,small,8257,2341
Keith Brown,France,kid,entire,4776,2853
Willie Crawford,United Kingdom,determine,garden,1783,2602
Dana Brown,Comoros,significant,manager,1684,1036
Colleen Escobar,Argentina,while,new,1402,4072
Tina Jenkins,Germany,left,truth,4994,2119
Lisa Roberts,Ireland,example,explain,4747,734
Samantha Hughes,Albania,space,a,5766,3888
Linda Richards,Czech,include,friend,8357,2515
Susan Moran,East Timor,sport,week,6850,3031
Dr. David Davis,Cyprus,social,newspaper,3501,4593
Carla Greene,Czech,ever,dream,2661,1327
Michelle Thompson,Argentina,while,yard,890,2102
Shirley Robinson,Japan,nothing,such,6547,1406
Amy Parker,Colombia,appear,skill,5907,444
Philip Cook,Colombia,weight,wrong,3221,2143
Luis Gomez,United Kingdom,manager,former,6926,219
Alexander Gibson,Ecuador,again,own,3848,4101
Crystal Sweeney,Albania,record,him,5685,3209
Kim Morton,China,office,only,7607,1188
Steven Carlson,Croatia,single,over,3820,3224
Allison Fuller,Angola,former,knowledge,1740,3624
Marilyn Smith,Gambia,quality,help,693,3951
James Guzman,Republic,see,part,9664,4853
Darrell Brown,Comoros,tough,environment,1749,1134
Barbara Manning,East Timor,institution,arrive,8861,403
Adam Fitzgerald,Algeria,road,base,7656,4879
Lacey Miller,Dominica,practice,Republican,4022,994
Christine Lamb,Czech,bed,forward,4185,2210
William Morales,Algeria,admit,peace,2136,38
Dana Baker,Ecuador,doctor,physical,5036,3739
Rebecca Beck,Albania,area,nice,1784,4101
Charles Mcdonald,Comoros,international,either,4649,962
Justin Hendricks,Gabon,series,today,1127,2113
Christopher Zimmerman,United Kingdom,ball,early,5654,2907
Thomas Jones,Congo,career,four,7411,558
Barbara Mendoza,Denmark,worker,direction,8607,3027
Justin Glenn,Denmark,plant,growth,9402,2088
Gregory Charles,Afghanistan,establish,respond,8148,1591
Jennifer Thornton,Afghanistan,figure,fear,2941,2007
Brandi Roberts,Gabon,writer,term,3291,4656
Sylvia Williams,Gabon,so,who,428,4594
Steven Andrews,Andorra,you,rule,4096,2749
Cody Schroeder,East Timor,card,sport,1656,4598
Jeffrey Patel,Costa Rica,help,teacher,3124,1612
Matthew Simmons,China,address,matter,8215,3638
Ryan Graham,Angola,better,safe,455,1196
Cynthia Flores,East Timor,protect,team,8467,200
Stacie Pena,Ecuador,positive,decade,4662,1258
Richard Morse,Italy,strong,person,8903,679
Carolyn Webster,Albania,think,interesting,5547,229
Melanie Armstrong,Korea South,crime,stage,9829,3404
Holly Spence,China,social,form,837,3990
Joseph Young,Algeria,claim,indeed,5722,1264
Melvin Cantrell,Argentina,order,up,4214,3032
Anthony Adams,Republic,half,role,174,1335
Jeanne Valdez,Croatia,last,so,7887,2152
Wendy Horton,Cuba,we,evidence,5571,3013
Wayne Taylor,Egypt,approach,work,9821,3740
Richard Roach,Dominica,chance,they,6268,2951
Shane Suarez,Gabon,whether,test,6128,977
Caitlin Hood,Gabon,what,great,9954,279
Jose Miller,Djibouti,hour,foot,1816,158
Margaret Long,Egypt,yet,learn,6208,1968
Donna Garrett,Italy,college,shake,4428,91
Erik Brown,Gambia,which,across,6226,3912
Keith Werner,Gabon,second,with,2705,426
Angela Gibson,Djibouti,into,water,6951,3394
Brian Butler,Croatia,ago,effect,2604,2157
Bobby Mason,Georgia,perform,these,4023,4319
Karen Ford,Congo,onto,environmental,4676,1103
Stacey Mendez,Italy,health,environmental,9265,3367
Kevin Morris,Cuba,word,other,9247,4573
Michael Marshall,Dominica,new,though,1778,3594
Jacob Young,Japan,discover,future,4406,2344
Kimberly Black,Egypt,growth,fact,1702,3684
Robert Scott,France,author,at,4593,506
Jill Meyer,Japan,budget,against,3203,4199
Mark Phillips,Algeria,money,particular,1786,2215
Donald Knight,Dominica,eight,president,9131,4710
Debra Stout,Andorra,many,phone,567,4154
Laurie Watson,Gambia,smile,thus,1135,756
Sarah Jones,Ecuador,hope,same,2827,1857
Tammy Pope,Comoros,seem,rest,6689,3427
Andrew Burns,Argentina,need,president,505,2047
Mr. Mike Lindsey,Congo,note,treat,8703,3748
David Banks,Denmark,rest,traditional,3833,2106
Ryan Brown,Japan,thus,this,8590,910
Eric Young,Congo,people,simple,4331,3940
Allison Preston,Japan,option,form,1490,206
Felicia Collins,France,everybody,owner,5418,3680
Theresa Powell,Georgia,go,other,4624,766
Natalie Hill,Argentina,risk,though,1816,153
Abigail Harris,Algeria,anything,account,338,1271
Elizabeth Crawford,Comoros,economic,science,868,3553
Tammy Mullins,Czech,city,friend,8110,2028
Heather Lee,Angola,attorney,your,9073,2910
Jessica Savage,Albania,board,above,859,2364
Paul Davis Jr.,Antigua,culture,any,6588,1129
Shawn Estrada,Republic,wide,can,9681,3369
Melissa Ingram,Antigua,later,rather,6225,3753
Susan Bailey,Japan,at,attorney,1290,4674
Emma Gonzalez,Dominica,trip,reveal,8474,1573
Michael Warner,Argentina,change,water,944,3306
Lori Knight,Dominican Republic,figure,someone,2578,2456
Donald Clark,Cyprus,democratic,seek,5650,1113
Shawn Smith,Korea South,stuff,from,2492,3558
David Ramos,Antigua,stock,decade,9827,4950
Nicole Clark,France,respond,energy,7283,4752
Richard Buchanan,Costa Rica,stuff,performance,3025,3700
Brittany James,Georgia,positive,trip,5015,51
Richard Nelson,East Timor,standard,store,2406,1738
Brooke Spence,Angola,read,record,6264,3021
Nicole White,Cyprus,study,wrong,9861,3187
Stephanie Allen,Republic,picture,there,2656,607
Mary Combs,East Timor,person,worry,7279,1571
Rodney Blair,Algeria,truth,her,4021,2849
Sarah Richardson DDS,Antigua,in,society,7490,417
William Perez,Djibouti,again,friend,4238,1619
Brooke Larsen,Georgia,participant,meet,1003,507
Kenneth Wagner,Dominican Republic,central,discussion,1243,4489
Alyssa Martin,Republic,but,treat,9962,1859
Roberto Chandler,Egypt,hot,culture,5836,1372
Monica Golden,Cuba,now,evening,2314,3365
Jessica Jones,Georgia,serious,occur,1234,3907
Bethany Shah,Italy,together,dinner,6010,2572
Jonathan Weeks,United Kingdom,something,ten,3972,1927
Neil Chapman,Colombia,visit,nor,4673,1442
Lauren Andrews,Japan,message,down,242,3812
James Miller,Cuba,upon,once,9496,4044
Gary Burton,Cyprus,look,note,9280,3909
Chase Bishop,Colombia,able,personal,8672,4433
John Jacobs,Gabon,among,instead,5770,3809
Michelle Rodriguez,Ecuador,media,various,7039,4000
Daniel Davis,Gambia,positive,lead,5399,4825
Michael Cantu,Comoros,who,who,8324,1847
Leah Adams,Ecuador,color,defense,5035,1743
Nathan Miller,Argentina,book,treatment,5986,3778
Robert Schmidt,Egypt,eye,lose,4324,3255
Nathaniel Wolfe,Denmark,so,parent,1715,2463
Nicholas Marshall,Gambia,third,team,6611,313
Molly Jenkins,Albania,attack,leader,4486,4575
Robert Stevens,Argentina,charge,Mr,8038,1202
Anthony Daniel,Dominican Republic,point,different,1450,2465
Kevin Meadows,Denmark,long,officer,4540,4406
Alicia Mckinney,Japan,among,law,7428,4526
Cody Harrison,United Kingdom,professional,green,3880,1333
Jeffrey Stark,Dominica,rich,son,9305,958
Corey Frank,Republic,officer,commercial,8839,1467
Roger Walter,Antigua,draw,tree,9690,1873
David Wright,Germany,crime,actually,7518,1995
Aaron Collier,Cyprus,space,black,1358,3194
Michelle Johnson,France,course,house,1207,4952
Vicki Garcia,Cyprus,hear,all,397,957
Casey Greene,Colombia,fly,factor,5388,2404
Steven Savage,Angola,despite,team,2817,847
Jennifer Elliott,Denmark,without,address,3299,2530
Philip Brown,Ireland,sell,plan,5480,3696
Christina Ayers,Gambia,during,chance,1116,3808
James Pearson,Germany,attention,around,2171,4982
Barbara Drake,Dominica,girl,realize,6880,1456
Matthew Gomez,Albania,tend,deal,2148,2416
Victoria Giles,Italy,remain,measure,8612,4999
Peter Estrada,Ireland,man,chance,7396,44
Jerry Swanson,Republic,information,above,5525,3797
Tanner Murray,France,wrong,success,4029,2479
Caroline Jensen,Congo,father,Republican,17,2570
Denise Turner,Korea South,most,interest,5774,18
Lori Burke,Japan,pattern,find,6066,147
Anthony Patel,China,ability,class,5549,219
Steven Guzman,Angola,it,production,2264,621
Lisa Higgins,United States,traditional,reason,4031,3787
Wayne Gonzalez,Korea South,develop,general,2075,4554
Keith Coleman,Gambia,society,message,8143,3082
Joanna Sanders,Gabon,if,become,1213,394
Ryan Le,China,according,we,3525,650
Christina Martinez,Angola,case,always,7730,2826
Daniel Schmitt,United Kingdom,another,break,4228,2064
Jacob Salinas,Japan,candidate,cost,1087,1998
Eduardo Williams,East Timor,throw,plant,3881,4861
Valerie Vasquez,Algeria,your,hand,4978,1708
Sheila Martin,Gambia,air,almost,2551,3997
Shelby Allen,Ireland,rest,foreign,6060,4583
James Scott,Germany,deal,would,713,917
Nicholas Shaw,Costa Rica,her,which,7389,1509
Heather Hopkins,Dominican Republic,easy,follow,2204,1684
Jamie Singleton,Antigua,loss,stand,4972,3625
Amanda Hancock,Egypt,watch,process,491,1928
Philip Osborne,Dominican Republic,design,participant,1637,3637
Melissa Black,United States,line,any,1449,1301
Lori Rodriguez,Gabon,center,during,1813,4810
Javier Hayden,East Timor,true,grow,4053,587
Gabriella Blair,Costa Rica,generation,financial,2677,736
Jeffrey Mcclure,Antigua,class,million,6976,2430
Kayla Taylor,Croatia,first,prevent,4458,1323
Curtis Foster,Antigua,large,card,1680,620
Cassandra Ellis,Congo,include,better,451,1376
Michael Williams,Republic,gun,quickly,3562,256
Jason Blake,Denmark,dinner,say,5221,136
Ryan Mccoy,Egypt,else,time,7306,1662
Andrew Wilkins,Comoros,how,general,2471,2909
Ashley Sanchez,Denmark,good,fill,2246,962
Jasmine Rosales,Germany,among,knowledge,3046,4919
Thomas Wilson,Czech,sign,place,3658,3218
Katherine Webster,Denmark,industry,white,1421,3422
Wendy Jackson,Japan,toward,movement,2052,964
Julie Clay,Dominica,wear,whose,9678,3145
Andrew Williams,Albania,chance,another,9114,4496
Angela Skinner,Dominican Republic,the,book,3529,1139
Andrew Williams,Croatia,central,wait,6815,4114
Glen Cook,Cuba,manager,smile,4348,745
Sarah Anderson,Antigua,card,animal,9975,1468
Jennifer Smith,East Timor,wait,those,5245,4235
Christine Ryan,Ecuador,rise,get,4271,1121
Stephanie White,China,station,night,7733,770
Richard Reynolds,Costa Rica,project,staff,8257,2205
Lawrence Cohen,Congo,wrong,second,2152,1889
Gary Allen,Germany,first,your,2768,4850
Jennifer Dean,Korea South,station,as,842,1251
Kelly Craig,Cyprus,establish,point,1042,1854
Jared Carter,Albania,clear,fast,1250,920
Jenna Smith,Czech,speech,military,3990,4477
John Dean,Costa Rica,subject,land,8371,2019
Trevor Hamilton,Italy,glass,field,2982,4205
Bryan Fisher,Gambia,remember,staff,9178,190
Anna Wang,Italy,whatever,news,4286,3467
James Griffin,Ecuador,themselves,involve,3747,4927
Katherine Robinson,Georgia,position,community,7441,3036
Amanda Cook,Ecuador,area,prevent,5284,3192
Tom Perkins,Georgia,whole,goal,8144,4855
Stanley Garrison,Croatia,return,occur,5057,1174
Nathan Miller,Congo,suggest,step,9647,4132
Tammy Black,Congo,relationship,dream,3330,1897
Zachary Little,Antigua,require,impact,2654,255
Nancy Cowan,Croatia,chair,decide,1657,4261
Christopher Brewer,Albania,account,trip,3626,1049
Joshua Smith,Georgia,course,key,5296,3344
Carl Garza,Czech,far,what,8219,824
Sherri Jordan,Colombia,society,already,7901,2763
Lori Hanson,Costa Rica,to,generation,2958,809
Sherry Mueller,Germany,him,capital,937,1516
Michael Guerrero,Costa Rica,house,light,6418,1488
Cheryl Moore,Albania,range,yeah,2606,1974
Leah Hill,Germany,sure,science,8791,3721
Kelly Villegas,Afghanistan,surface,rest,462,4020
Tammy Smith,France,one,pay,7400,1801
William Wilson,United Kingdom,rather,industry,2777,3930
Juan Morgan,Italy,data,kid,2786,3170
Kevin Ferguson,Afghanistan,cut,defense,7810,2477
Mitchell Navarro,Comoros,owner,people,7243,71
Anne Scott,East Timor,board,each,4078,2177
Lorraine Doyle,Congo,Congress,story,5527,2465
Lauren Pena,Gambia,nor,character,1370,926
Katherine Floyd,Dominican Republic,already,late,962,4644
Scott Graham,Dominican Republic,them,deal,8206,365
David Cisneros,Congo,Mrs,sure,6371,3564
Ray Burns,Italy,door,candidate,489,2979
Melissa Williams,Czech,since,suddenly,9454,4472
Ms. Shari Medina,Dominica,begin,plan,491,2866
Catherine Dixon,Djibouti,member,this,4832,2581
Karen Clark,Albania,it,suddenly,3557,3195
James Hogan,Algeria,painting,discussion,194,3294
Charles Wright Jr.,Albania,today,Congress,3529,4215
Darryl Castro,Gabon,again,nor,2315,4477
Antonio Johnson,Costa Rica,open,eye,3217,30
Mark Austin,Andorra,marriage,month,5171,680
Stephanie Greene,Dominica,painting,box,5089,276
Lee Camacho,Japan,adult,movement,4107,2217
Victoria Romero,Ecuador,practice,by,3508,1137
Angel Hansen,Gambia,sing,quite,1894,1706
Allen Johnson,Comoros,per,customer,9612,3873
David Hernandez,Republic,out,appear,1430,766
Louis Miller,Colombia,then,fund,7396,1476
Roger Bond,Antigua,white,process,376,1807
Jose Brown,Dominica,behind,candidate,418,2999
